,count_id,type,volume,xing_leg
793,1038,Sch,28,SL
794,1038,Ped,30,NL
795,1038,Sch,2,NL
796,1038,Ped,275,WL
797,1038,Sch,52,WL
798,1038,Ped,277,EL
799,1038,Sch,33,EL
800,1044,Ped,23,SL
801,1044,Sch,30,SL
802,1044,Ped,1,NL
803,1044,Sch,5,NL
804,1044,Ped,30,WL
805,1044,Sch,23,WL
806,1044,Ped,54,EL
807,1044,Sch,21,EL
808,1053,Ped,501,SL
809,1053,Sch,194,SL
810,1053,Ped,434,NL
811,1053,Sch,124,NL
812,1053,Ped,574,WL
813,1053,Sch,167,WL
814,1053,Ped,358,EL
815,1053,Sch,308,EL
816,1064,Ped,179,SL
817,1064,Sch,89,SL
818,1064,Ped,0,NL
819,1064,Sch,0,NL
820,1064,Ped,1,WL
821,1064,Sch,0,WL
822,1064,Ped,1,EL
823,1064,Sch,0,EL
824,1065,Ped,87,SL
825,1065,Sch,64,SL
826,1065,Ped,0,NL
827,1065,Sch,0,NL
828,1065,Ped,2,WL
829,1065,Sch,4,WL
830,1065,Ped,2,EL
831,1065,Sch,0,EL
832,1066,Ped,179,SL
833,1066,Sch,89,SL
834,1066,Ped,0,NL
835,1066,Sch,0,NL
836,1066,Ped,1,WL
837,1066,Sch,0,WL
838,1066,Ped,1,EL
839,1066,Sch,0,EL
840,1072,Ped,73,SL
841,1072,Sch,29,SL
842,1072,Ped,0,NL
843,1072,Sch,0,NL
844,1072,Ped,32,WL
845,1072,Sch,1,WL
846,1072,Ped,35,EL
847,1072,Sch,9,EL
848,1113,Ped,0,SL
849,1113,Sch,0,SL
850,1113,Ped,289,NL
851,1113,Sch,38,NL
852,1113,Ped,2,WL
853,1113,Sch,4,WL
854,1113,Ped,267,EL
855,1113,Sch,5,EL
856,1134,Ped,211,SL
857,1134,Sch,124,SL
858,1134,Ped,72,NL
859,1134,Sch,34,NL
860,1134,Ped,87,WL
861,1134,Sch,40,WL
862,1134,Ped,77,EL
863,1134,Sch,25,EL
864,1143,Ped,444,SL
865,1143,Sch,37,SL
866,1143,Ped,181,NL
867,1143,Sch,11,NL
868,1143,Ped,660,WL
869,1143,Sch,49,WL
870,1143,Ped,513,EL
871,1143,Sch,152,EL
872,1150,Ped,128,SL
873,1150,Sch,2,SL
874,1150,Ped,288,NL
875,1150,Sch,12,NL
876,1150,Ped,283,WL
877,1150,Sch,7,WL
878,1150,Ped,72,EL
879,1150,Sch,0,EL
880,1156,Ped,23,SL
881,1156,Sch,0,SL
882,1156,Ped,32,NL
883,1156,Sch,0,NL
884,1156,Ped,71,WL
885,1156,Sch,1,WL
886,1156,Ped,61,EL
887,1156,Sch,1,EL
888,1161,Ped,613,SL
889,1161,Sch,0,SL
890,1161,Ped,179,NL
891,1161,Sch,0,NL
892,1161,Ped,823,WL
893,1161,Sch,2,WL
894,1161,Ped,288,EL
895,1161,Sch,2,EL
896,1167,Ped,331,SL
897,1167,Sch,25,SL
898,1167,Ped,259,NL
899,1167,Sch,52,NL
900,1167,Ped,689,WL
901,1167,Sch,35,WL
902,1167,Ped,752,EL
903,1167,Sch,64,EL
904,1175,Ped,185,SL
905,1175,Sch,18,SL
906,1175,Ped,100,NL
907,1175,Sch,1,NL
908,1175,Ped,93,WL
909,1175,Sch,6,WL
910,1175,Ped,9,EL
911,1175,Sch,0,EL
912,1176,Ped,156,SL
913,1176,Sch,14,SL
914,1176,Ped,85,NL
915,1176,Sch,1,NL
916,1176,Ped,79,WL
917,1176,Sch,6,WL
918,1176,Ped,9,EL
919,1176,Sch,0,EL
920,1194,Ped,453,SL
921,1194,Sch,34,SL
922,1194,Ped,18,NL
923,1194,Sch,0,NL
924,1194,Ped,147,WL
925,1194,Sch,4,WL
926,1194,Ped,69,EL
927,1194,Sch,72,EL
928,1197,Ped,298,SL
929,1197,Sch,10,SL
930,1197,Ped,2,NL
931,1197,Sch,0,NL
932,1197,Ped,1,WL
933,1197,Sch,0,WL
934,1197,Ped,9,EL
935,1197,Sch,1,EL
936,1200,Ped,181,SL
937,1200,Sch,0,SL
938,1200,Ped,55,NL
939,1200,Sch,1,NL
940,1200,Ped,107,WL
941,1200,Sch,0,WL
942,1200,Ped,23,EL
943,1200,Sch,0,EL
944,1209,Ped,0,SL
945,1209,Sch,0,SL
946,1209,Ped,0,NL
947,1209,Sch,0,NL
948,1209,Ped,0,WL
949,1209,Sch,0,WL
950,1209,Ped,0,EL
951,1209,Sch,0,EL
952,1210,Ped,0,SL
953,1210,Sch,0,SL
954,1210,Ped,0,NL
955,1210,Sch,0,NL
956,1210,Ped,0,WL
957,1210,Sch,0,WL
958,1210,Ped,0,EL
959,1210,Sch,0,EL
960,1211,Ped,0,SL
961,1211,Sch,0,SL
962,1211,Ped,0,NL
963,1211,Sch,0,NL
964,1211,Ped,0,WL
965,1211,Sch,0,WL
966,1211,Ped,0,EL
967,1211,Sch,0,EL
968,1212,Ped,0,SL
969,1212,Sch,0,SL
970,1212,Ped,0,NL
971,1212,Sch,0,NL
972,1212,Ped,0,WL
973,1212,Sch,0,WL
974,1212,Ped,0,EL
975,1212,Sch,0,EL
976,1213,Ped,70,SL
977,1213,Sch,70,SL
978,1213,Ped,70,NL
979,1213,Sch,70,NL
980,1213,Ped,140,WL
981,1213,Sch,140,WL
982,1213,Ped,140,EL
983,1213,Sch,140,EL
984,1214,Ped,70,SL
985,1214,Sch,70,SL
986,1214,Ped,70,NL
987,1214,Sch,70,NL
988,1214,Ped,140,WL
989,1214,Sch,140,WL
990,1214,Ped,140,EL
991,1214,Sch,140,EL
992,1252,Ped,0,SL
993,1252,Sch,0,SL
994,1252,Ped,51,NL
995,1252,Sch,4,NL
996,1252,Ped,143,WL
997,1252,Sch,48,WL
998,1252,Ped,211,EL
999,1252,Sch,6,EL
1000,1274,Ped,38,SL
1001,1274,Sch,1,SL
1002,1274,Ped,28,NL
1003,1274,Sch,0,NL
1004,1274,Ped,330,WL
1005,1274,Sch,14,WL
1006,1274,Ped,172,EL
1007,1274,Sch,3,EL
1008,1296,Ped,17,SL
1009,1296,Sch,19,SL
1010,1296,Ped,41,NL
1011,1296,Sch,10,NL
1012,1296,Ped,42,WL
1013,1296,Sch,7,WL
1014,1296,Ped,31,EL
1015,1296,Sch,21,EL
1016,1312,Ped,20,SL
1017,1312,Sch,2,SL
1018,1312,Ped,4,NL
1019,1312,Sch,0,NL
1020,1312,Ped,10,WL
1021,1312,Sch,0,WL
1022,1312,Ped,4,EL
1023,1312,Sch,0,EL
1024,1323,Ped,27,SL
1025,1323,Sch,1,SL
1026,1323,Ped,1,NL
1027,1323,Sch,0,NL
1028,1323,Ped,0,WL
1029,1323,Sch,0,WL
1030,1323,Ped,46,EL
1031,1323,Sch,5,EL
1032,1324,Ped,56,SL
1033,1324,Sch,2,SL
1034,1324,Ped,20,NL
1035,1324,Sch,1,NL
1036,1324,Ped,107,WL
1037,1324,Sch,5,WL
1038,1324,Ped,104,EL
1039,1324,Sch,16,EL
1040,1333,Ped,0,SL
1041,1333,Sch,0,SL
1042,1333,Ped,59,NL
1043,1333,Sch,11,NL
1044,1333,Ped,9,WL
