,approach,type,volume
15627,WB,dual,5
15628,WB,bike,7
15629,WB,bus,0
15630,EB,dual,2
15631,EB,bike,4
15632,EB,bus,0
15633,SB,dual,2
15634,SB,bike,0
15635,SB,bus,0
15636,NB,dual,7
15637,NB,bike,5
15638,NB,bus,1
15639,WB,dual,60
15640,WB,bike,65
15641,WB,bus,58
15642,EB,dual,62
15643,EB,bike,56
15644,EB,bus,62
15645,SB,dual,94
15646,SB,bike,40
15647,SB,bus,32
15648,NB,dual,100
15649,NB,bike,35
15650,NB,bus,33
15651,WB,dual,4
15652,WB,bike,5
15653,WB,bus,0
15654,EB,dual,8
15655,EB,bike,2
15656,EB,bus,0
15657,SB,dual,2
15658,SB,bike,2
15659,SB,bus,0
15660,NB,dual,4
15661,NB,bike,6
15662,NB,bus,1
15663,WB,dual,2
15664,WB,bike,5
15665,WB,bus,0
15666,EB,dual,4
15667,EB,bike,1
15668,EB,bus,0
15669,SB,dual,8
15670,SB,bike,0
15671,SB,bus,0
15672,NB,dual,8
15673,NB,bike,3
15674,NB,bus,0
15675,WB,dual,7
15676,WB,bike,7
15677,WB,bus,0
15678,EB,dual,6
15679,EB,bike,3
15680,EB,bus,0
15681,SB,dual,13
15682,SB,bike,5
15683,SB,bus,0
15684,NB,dual,3
15685,NB,bike,2
15686,NB,bus,0
15687,WB,dual,19
15688,WB,bike,26
15689,WB,bus,0
15690,EB,dual,23
15691,EB,bike,15
15692,EB,bus,0
15693,SB,dual,6
15694,SB,bike,20
15695,SB,bus,0
15696,NB,dual,8
15697,NB,bike,12
15698,NB,bus,1
15699,WB,dual,1
15700,WB,bike,3
15701,WB,bus,0
15702,EB,dual,0
15703,EB,bike,7
15704,EB,bus,0
15705,SB,dual,8
15706,SB,bike,3
15707,SB,bus,0
15708,NB,dual,9
15709,NB,bike,2
15710,NB,bus,2
15711,WB,dual,7
15712,WB,bike,9
15713,WB,bus,0
15714,EB,dual,4
15715,EB,bike,7
15716,EB,bus,0
15717,SB,dual,0
15718,SB,bike,0
15719,SB,bus,0
15720,NB,dual,0
15721,NB,bike,0
15722,NB,bus,0
15723,WB,dual,20
15724,WB,bike,29
15725,WB,bus,35
15726,EB,dual,30
15727,EB,bike,19
15728,EB,bus,38
15729,SB,dual,4
15730,SB,bike,5
15731,SB,bus,1
15732,NB,dual,1
15733,NB,bike,6
15734,NB,bus,0
15735,WB,dual,91
15736,WB,bike,52
15737,WB,bus,101
15738,EB,dual,80
15739,EB,bike,63
15740,EB,bus,80
15741,SB,dual,117
15742,SB,bike,35
15743,SB,bus,44
15744,NB,dual,103
15745,NB,bike,34
15746,NB,bus,45
15747,WB,dual,2
15748,WB,bike,2
15749,WB,bus,0
15750,EB,dual,0
15751,EB,bike,0
15752,EB,bus,0
15753,SB,dual,48
15754,SB,bike,31
15755,SB,bus,114
15756,NB,dual,63
15757,NB,bike,18
15758,NB,bus,70
15759,WB,dual,6
15760,WB,bike,5
15761,WB,bus,2
15762,EB,dual,2
15763,EB,bike,4
15764,EB,bus,4
15765,SB,dual,45
15766,SB,bike,15
15767,SB,bus,17
15768,NB,dual,51
15769,NB,bike,23
15770,NB,bus,22
15771,WB,dual,4
15772,WB,bike,3
15773,WB,bus,1
15774,EB,dual,2
15775,EB,bike,3
15776,EB,bus,0
15777,SB,dual,39
15778,SB,bike,19
15779,SB,bus,20
15780,NB,dual,38
15781,NB,bike,26
15782,NB,bus,6
15783,WB,dual,188
15784,WB,bike,39
15785,WB,bus,62
15786,EB,dual,203
15787,EB,bike,31
15788,EB,bus,45
15789,SB,dual,3
15790,SB,bike,2
15791,SB,bus,0
15792,NB,dual,3
15793,NB,bike,1
15794,NB,bus,0
15795,WB,dual,207
15796,WB,bike,7
15797,WB,bus,14
15798,EB,dual,217
15799,EB,bike,14
15800,EB,bus,23
15801,SB,dual,47
15802,SB,bike,7
15803,SB,bus,75
15804,NB,dual,54
15805,NB,bike,6
15806,NB,bus,75
15807,WB,dual,4
15808,WB,bike,1
15809,WB,bus,2
15810,EB,dual,2
15811,EB,bike,0
15812,EB,bus,0
15813,SB,dual,47
15814,SB,bike,34
15815,SB,bus,29
15816,NB,dual,44
15817,NB,bike,35
15818,NB,bus,25
15819,WB,dual,9
15820,WB,bike,2
15821,WB,bus,1
15822,EB,dual,7
15823,EB,bike,3
15824,EB,bus,1
15825,SB,dual,67
15826,SB,bike,9
15827,SB,bus,26
15828,NB,dual,76
15829,NB,bike,9
15830,NB,bus,40
15831,WB,dual,2
15832,WB,bike,3
15833,WB,bus,2
15834,EB,dual,2
15835,EB,bike,4
15836,EB,bus,1
15837,SB,dual,4
15838,SB,bike,5
15839,SB,bus,0
15840,NB,dual,3
15841,NB,bike,4
15842,NB,bus,0
15843,WB,dual,30
15844,WB,bike,26
15845,WB,bus,20
15846,EB,dual,32
15847,EB,bike,18
15848,EB,bus,53
15849,SB,dual,8
15850,SB,bike,2
15851,SB,bus,2
15852,NB,dual,2
15853,NB,bike,5
15854,NB,bus,0
15855,WB,dual,0
15856,WB,bike,0
15857,WB,bus,0
15858,EB,dual,1
15859,EB,bike,2
15860,EB,bus,0
15861,SB,dual,32
15862,SB,bike,0
15863,SB,bus,82
15864,NB,dual,23
15865,NB,bike,5
15866,NB,bus,81
15867,WB,dual,0
15868,WB,bike,15
15869,WB,bus,1
15870,EB,dual,1
15871,EB,bike,35
15872,EB,bus,1
15873,SB,dual,44
15874,SB,bike,19
15875,SB,bus,39
15876,NB,dual,47
15877,NB,bike,12
15878,NB,bus,49
15879,WB,dual,1
15880,WB,bike,5
15881,WB,bus,0
15882,EB,dual,1
15883,EB,bike,11
15884,EB,bus,0
15885,SB,dual,96
15886,SB,bike,28
15887,SB,bus,84
15888,NB,dual,86
15889,NB,bike,31
15890,NB,bus,86
15891,WB,dual,3
15892,WB,bike,1
15893,WB,bus,0
15894,EB,dual,5
15895,EB,bike,2
15896,EB,bus,0
15897,SB,dual,32
15898,SB,bike,3
15899,SB,bus,2
15900,NB,dual,25
15901,NB,bike,10
15902,NB,bus,2
15903,WB,dual,0
15904,WB,bike,0
15905,WB,bus,0
15906,EB,dual,4
15907,EB,bike,5
15908,EB,bus,0
15909,SB,dual,6
15910,SB,bike,12
15911,SB,bus,0
15912,NB,dual,5
15913,NB,bike,11
15914,NB,bus,0
15915,WB,dual,0
15916,WB,bike,0
15917,WB,bus,0
15918,EB,dual,6
15919,EB,bike,6
15920,EB,bus,0
15921,SB,dual,0
15922,SB,bike,8
15923,SB,bus,0
15924,NB,dual,8
15925,NB,bike,13
15926,NB,bus,0
15927,WB,dual,3
15928,WB,bike,5
15929,WB,bus,0
15930,EB,dual,10
15931,EB,bike,1
15932,EB,bus,0
15933,SB,dual,11
15934,SB,bike,4
15935,SB,bus,2
15936,NB,dual,11
15937,NB,bike,9
15938,NB,bus,2
15939,WB,dual,3
15940,WB,bike,7
15941,WB,bus,1
15942,EB,dual,2
15943,EB,bike,3
15944,EB,bus,1
15945,SB,dual,0
15946,SB,bike,0
15947,SB,bus,0
15948,NB,dual,4
15949,NB,bike,2
15950,NB,bus,0
15951,WB,dual,87
15952,WB,bike,46
15953,WB,bus,82
15954,EB,dual,120
15955,EB,bike,70
15956,EB,bus,94
15957,SB,dual,3
15958,SB,bike,4
15959,SB,bus,0
15960,NB,dual,2
15961,NB,bike,3
15962,NB,bus,0
15963,WB,dual,1
15964,WB,bike,1
15965,WB,bus,0
15966,EB,dual,1
15967,EB,bike,2
15968,EB,bus,1
15969,SB,dual,0
15970,SB,bike,0
15971,SB,bus,0
15972,NB,dual,3
15973,NB,bike,2
15974,NB,bus,0
15975,WB,dual,15
15976,WB,bike,7
15977,WB,bus,1
15978,EB,dual,20
15979,EB,bike,6
15980,EB,bus,0
15981,SB,dual,3
15982,SB,bike,8
15983,SB,bus,0
15984,NB,dual,6
15985,NB,bike,2
15986,NB,bus,0
15987,WB,dual,4
15988,WB,bike,8
15989,WB,bus,0
15990,EB,dual,4
15991,EB,bike,5
15992,EB,bus,0
15993,SB,dual,6
15994,SB,bike,2
15995,SB,bus,0
15996,NB,dual,4
15997,NB,bike,4
15998,NB,bus,0
15999,WB,dual,1
16000,WB,bike,8
16001,WB,bus,0
16002,EB,dual,1
16003,EB,bike,4
16004,EB,bus,0
16005,SB,dual,1
16006,SB,bike,4
16007,SB,bus,0
16008,NB,dual,1
16009,NB,bike,1
16010,NB,bus,1
16011,WB,dual,109
16012,WB,bike,31
16013,WB,bus,156
16014,EB,dual,58
16015,EB,bike,17
16016,EB,bus,141
16017,SB,dual,19
16018,SB,bike,2
16019,SB,bus,0
16020,NB,dual,37
16021,NB,bike,7
16022,NB,bus,0
16023,WB,dual,70
16024,WB,bike,10
16025,WB,bus,34
16026,EB,dual,32
16027,EB,bike,17
16028,EB,bus,32
16029,SB,dual,40
16030,SB,bike,4
16031,SB,bus,2
16032,NB,dual,16
16033,NB,bike,7
16034,NB,bus,2
16035,WB,dual,1
16036,WB,bike,2
16037,WB,bus,0
16038,EB,dual,1
16039,EB,bike,0
16040,EB,bus,0
16041,SB,dual,1
16042,SB,bike,2
16043,SB,bus,0
16044,NB,dual,1
16045,NB,bike,0
16046,NB,bus,0
16047,WB,dual,10
16048,WB,bike,20
16049,WB,bus,30
16050,EB,dual,11
16051,EB,bike,11
16052,EB,bus,26
16053,SB,dual,3
16054,SB,bike,5
16055,SB,bus,0
16056,NB,dual,2
16057,NB,bike,3
16058,NB,bus,4
16059,WB,dual,23
16060,WB,bike,12
16061,WB,bus,3
16062,EB,dual,39
16063,EB,bike,11
16064,EB,bus,7
16065,SB,dual,31
16066,SB,bike,19
16067,SB,bus,3
16068,NB,dual,34
16069,NB,bike,21
16070,NB,bus,0
16071,WB,dual,4
16072,WB,bike,3
16073,WB,bus,1
16074,EB,dual,4
16075,EB,bike,1
16076,EB,bus,0
16077,SB,dual,89
16078,SB,bike,6
16079,SB,bus,31
16080,NB,dual,18
16081,NB,bike,9
16082,NB,bus,3
16083,WB,dual,95
16084,WB,bike,2
16085,WB,bus,54
16086,EB,dual,0
16087,EB,bike,3
16088,EB,bus,0
16089,SB,dual,1
16090,SB,bike,3
16091,SB,bus,0
16092,NB,dual,3
16093,NB,bike,2
16094,NB,bus,0
16095,WB,dual,33
16096,WB,bike,24
16097,WB,bus,20
16098,EB,dual,31
16099,EB,bike,21
16100,EB,bus,55
16101,SB,dual,7
16102,SB,bike,7
16103,SB,bus,0
16104,NB,dual,3
16105,NB,bike,5
16106,NB,bus,1
16107,WB,dual,72
16108,WB,bike,41
16109,WB,bus,67
16110,EB,dual,71
16111,EB,bike,32
16112,EB,bus,57
16113,SB,dual,50
16114,SB,bike,34
16115,SB,bus,13
16116,NB,dual,41
16117,NB,bike,30
16118,NB,bus,7
16119,WB,dual,4
16120,WB,bike,0
16121,WB,bus,0
16122,EB,dual,2
16123,EB,bike,5
16124,EB,bus,1
16125,SB,dual,6
16126,SB,bike,19
16127,SB,bus,5
16128,NB,dual,10
16129,NB,bike,42
16130,NB,bus,1
16131,WB,dual,81
16132,WB,bike,80
16133,WB,bus,42
16134,EB,dual,116
16135,EB,bike,70
16136,EB,bus,38
16137,SB,dual,21
16138,SB,bike,19
16139,SB,bus,34
16140,NB,dual,17
16141,NB,bike,26
16142,NB,bus,39
16143,WB,dual,15
16144,WB,bike,19
16145,WB,bus,0
16146,EB,dual,0
16147,EB,bike,0
16148,EB,bus,0
16149,SB,dual,2
16150,SB,bike,2
16151,SB,bus,0
16152,NB,dual,0
16153,NB,bike,0
16154,NB,bus,0
16155,WB,dual,15
16156,WB,bike,7
16157,WB,bus,0
16158,EB,dual,14
16159,EB,bike,7
16160,EB,bus,1
16161,SB,dual,114
16162,SB,bike,57
16163,SB,bus,44
16164,NB,dual,143
16165,NB,bike,40
16166,NB,bus,66
16167,WB,dual,0
16168,WB,bike,0
16169,WB,bus,0
16170,EB,dual,2
16171,EB,bike,7
16172,EB,bus,1
16173,SB,dual,141
16174,SB,bike,59
16175,SB,bus,70
16176,NB,dual,178
16177,NB,bike,73
16178,NB,bus,82
16179,WB,dual,183
16180,WB,bike,56
16181,WB,bus,35
16182,EB,dual,206
16183,EB,bike,45
16184,EB,bus,33
16185,SB,dual,103
16186,SB,bike,20
16187,SB,bus,37
16188,NB,dual,129
16189,NB,bike,15
16190,NB,bus,52
16191,WB,dual,9
16192,WB,bike,5
16193,WB,bus,2
16194,EB,dual,3
16195,EB,bike,4
16196,EB,bus,3
16197,SB,dual,4
16198,SB,bike,2
16199,SB,bus,0
16200,NB,dual,0
16201,NB,bike,1
16202,NB,bus,0
16203,WB,dual,10
16204,WB,bike,3
16205,WB,bus,0
16206,EB,dual,4
16207,EB,bike,2
16208,EB,bus,2
16209,SB,dual,48
16210,SB,bike,9
16211,SB,bus,4
16212,NB,dual,43
16213,NB,bike,10
16214,NB,bus,7
16215,WB,dual,123
16216,WB,bike,10
16217,WB,bus,49
16218,EB,dual,118
16219,EB,bike,15
16220,EB,bus,49
16221,SB,dual,27
16222,SB,bike,9
16223,SB,bus,16
16224,NB,dual,25
16225,NB,bike,7
16226,NB,bus,9
16227,WB,dual,77
16228,WB,bike,8
16229,WB,bus,47
16230,EB,dual,58
16231,EB,bike,11
16232,EB,bus,34
16233,SB,dual,0
16234,SB,bike,1
16235,SB,bus,0
16236,NB,dual,0
16237,NB,bike,1
16238,NB,bus,0
16239,WB,dual,5
16240,WB,bike,2
16241,WB,bus,0
16242,EB,dual,1
16243,EB,bike,7
16244,EB,bus,0
16245,SB,dual,96
16246,SB,bike,42
16247,SB,bus,61
16248,NB,dual,83
16249,NB,bike,22
16250,NB,bus,82
16251,WB,dual,3
16252,WB,bike,1
16253,WB,bus,0
16254,EB,dual,0
16255,EB,bike,0
16256,EB,bus,0
16257,SB,dual,154
16258,SB,bike,42
16259,SB,bus,26
16260,NB,dual,95
16261,NB,bike,37
16262,NB,bus,19
16263,WB,dual,1
16264,WB,bike,0
16265,WB,bus,0
16266,EB,dual,1
16267,EB,bike,1
16268,EB,bus,0
16269,SB,dual,60
16270,SB,bike,77
16271,SB,bus,27
16272,NB,dual,55
16273,NB,bike,70
16274,NB,bus,40
16275,WB,dual,3
16276,WB,bike,8
16277,WB,bus,3
16278,EB,dual,6
16279,EB,bike,16
16280,EB,bus,1
16281,SB,dual,6
16282,SB,bike,0
16283,SB,bus,0
16284,NB,dual,8
16285,NB,bike,7
16286,NB,bus,0
16287,WB,dual,59
16288,WB,bike,17
16289,WB,bus,14
16290,EB,dual,62
16291,EB,bike,20
16292,EB,bus,16
16293,SB,dual,415
16294,SB,bike,15
16295,SB,bus,51
16296,NB,dual,868
16297,NB,bike,28
16298,NB,bus,82
16299,WB,dual,326
16300,WB,bike,29
16301,WB,bus,36
16302,EB,dual,442
16303,EB,bike,6
16304,EB,bus,39
16305,SB,dual,4
16306,SB,bike,17
16307,SB,bus,9
16308,NB,dual,3
16309,NB,bike,11
16310,NB,bus,2
16311,WB,dual,69
16312,WB,bike,74
16313,WB,bus,59
16314,EB,dual,88
16315,EB,bike,78
16316,EB,bus,74
16317,SB,dual,5
16318,SB,bike,2
16319,SB,bus,0
16320,NB,dual,3
16321,NB,bike,1
16322,NB,bus,0
16323,WB,dual,56
16324,WB,bike,2
16325,WB,bus,71
16326,EB,dual,2
16327,EB,bike,6
16328,EB,bus,0
16329,SB,dual,3
16330,SB,bike,1
16331,SB,bus,0
16332,NB,dual,2
16333,NB,bike,1
16334,NB,bus,0
16335,WB,dual,96
16336,WB,bike,7
16337,WB,bus,91
16338,EB,dual,97
16339,EB,bike,16
16340,EB,bus,93
16341,SB,dual,10
16342,SB,bike,2
16343,SB,bus,0
16344,NB,dual,5
16345,NB,bike,1
16346,NB,bus,0
16347,WB,dual,168
16348,WB,bike,6
16349,WB,bus,94
16350,EB,dual,57
16351,EB,bike,5
16352,EB,bus,96
16353,SB,dual,16
16354,SB,bike,3
16355,SB,bus,0
16356,NB,dual,14
16357,NB,bike,6
16358,NB,bus,1
16359,WB,dual,21
16360,WB,bike,18
16361,WB,bus,0
16362,EB,dual,32
16363,EB,bike,11
16364,EB,bus,0
16365,SB,dual,0
16366,SB,bike,0
16367,SB,bus,0
16368,NB,dual,14
16369,NB,bike,1
16370,NB,bus,0
16371,WB,dual,53
16372,WB,bike,2
16373,WB,bus,12
16374,EB,dual,56
16375,EB,bike,2
16376,EB,bus,11
16377,SB,dual,5
16378,SB,bike,1
16379,SB,bus,1
16380,NB,dual,0
16381,NB,bike,0
16382,NB,bus,0
16383,WB,dual,34
16384,WB,bike,15
16385,WB,bus,23
16386,EB,dual,55
16387,EB,bike,12
16388,EB,bus,23
16389,SB,dual,29
16390,SB,bike,53
16391,SB,bus,22
16392,NB,dual,42
16393,NB,bike,10
16394,NB,bus,7
16395,WB,dual,27
16396,WB,bike,39
16397,WB,bus,11
16398,EB,dual,37
16399,EB,bike,12
16400,EB,bus,13
16401,SB,dual,49
16402,SB,bike,5
16403,SB,bus,19
16404,NB,dual,59
16405,NB,bike,9
16406,NB,bus,14
16407,WB,dual,3
16408,WB,bike,1
16409,WB,bus,0
16410,EB,dual,2
16411,EB,bike,0
16412,EB,bus,0
16413,SB,dual,0
16414,SB,bike,0
16415,SB,bus,0
16416,NB,dual,0
16417,NB,bike,0
16418,NB,bus,0
16419,WB,dual,25
16420,WB,bike,22
16421,WB,bus,17
16422,EB,dual,11
16423,EB,bike,0
16424,EB,bus,10
16425,SB,dual,17
16426,SB,bike,0
16427,SB,bus,0
16428,NB,dual,32
16429,NB,bike,6
16430,NB,bus,0
16431,WB,dual,2
16432,WB,bike,3
16433,WB,bus,0
16434,EB,dual,2
16435,EB,bike,0
16436,EB,bus,0
16437,SB,dual,116
16438,SB,bike,25
16439,SB,bus,16
16440,NB,dual,65
16441,NB,bike,18
16442,NB,bus,12
16443,WB,dual,0
16444,WB,bike,0
16445,WB,bus,0
16446,EB,dual,0
16447,EB,bike,1
16448,EB,bus,0
16449,SB,dual,39
16450,SB,bike,39
16451,SB,bus,0
16452,NB,dual,29
16453,NB,bike,19
16454,NB,bus,0
16455,WB,dual,1
16456,WB,bike,3
16457,WB,bus,0
16458,EB,dual,0
16459,EB,bike,4
16460,EB,bus,0
16461,SB,dual,68
16462,SB,bike,27
16463,SB,bus,42
16464,NB,dual,78
16465,NB,bike,13
16466,NB,bus,33
16467,WB,dual,3
16468,WB,bike,0
16469,WB,bus,0
16470,EB,dual,0
16471,EB,bike,0
16472,EB,bus,0
16473,SB,dual,1
16474,SB,bike,2
16475,SB,bus,0
16476,NB,dual,52
16477,NB,bike,3
16478,NB,bus,0
16479,WB,dual,46
16480,WB,bike,8
16481,WB,bus,0
16482,EB,dual,108
16483,EB,bike,4
16484,EB,bus,0
16485,SB,dual,41
16486,SB,bike,15
16487,SB,bus,12
16488,NB,dual,41
16489,NB,bike,7
16490,NB,bus,12
16491,WB,dual,0
16492,WB,bike,0
16493,WB,bus,0
16494,EB,dual,6
16495,EB,bike,5
16496,EB,bus,0
16497,SB,dual,25
16498,SB,bike,12
16499,SB,bus,0
16500,NB,dual,23
16501,NB,bike,21
16502,NB,bus,0
16503,WB,dual,0
16504,WB,bike,0
16505,WB,bus,0
16506,EB,dual,5
16507,EB,bike,4
16508,EB,bus,0
16509,SB,dual,16
16510,SB,bike,8
16511,SB,bus,0
16512,NB,dual,24
16513,NB,bike,25
16514,NB,bus,0
16515,WB,dual,17
16516,WB,bike,14
16517,WB,bus,0
16518,EB,dual,8
16519,EB,bike,10
16520,EB,bus,0
16521,SB,dual,40
16522,SB,bike,3
16523,SB,bus,11
16524,NB,dual,62
16525,NB,bike,0
16526,NB,bus,12
16527,WB,dual,185
16528,WB,bike,24
16529,WB,bus,47
16530,EB,dual,163
16531,EB,bike,16
16532,EB,bus,37
16533,SB,dual,3
16534,SB,bike,0
16535,SB,bus,0
16536,NB,dual,0
16537,NB,bike,0
16538,NB,bus,0
16539,WB,dual,0
16540,WB,bike,1
16541,WB,bus,0
16542,EB,dual,5
16543,EB,bike,0
16544,EB,bus,0
16545,SB,dual,5
16546,SB,bike,1
16547,SB,bus,0
16548,NB,dual,5
16549,NB,bike,2
16550,NB,bus,0
16551,WB,dual,136
16552,WB,bike,21
16553,WB,bus,45
16554,EB,dual,115
16555,EB,bike,16
16556,EB,bus,37
16557,SB,dual,54
16558,SB,bike,7
16559,SB,bus,24
16560,NB,dual,65
16561,NB,bike,12
16562,NB,bus,24
16563,WB,dual,5
16564,WB,bike,0
16565,WB,bus,0
16566,EB,dual,9
16567,EB,bike,1
16568,EB,bus,0
16569,SB,dual,96
16570,SB,bike,23
16571,SB,bus,65
16572,NB,dual,94
16573,NB,bike,14
16574,NB,bus,66
16575,WB,dual,9
16576,WB,bike,5
16577,WB,bus,0
16578,EB,dual,6
16579,EB,bike,6
16580,EB,bus,0
16581,SB,dual,0
16582,SB,bike,0
16583,SB,bus,0
16584,NB,dual,11
16585,NB,bike,2
16586,NB,bus,0
16587,WB,dual,71
16588,WB,bike,1
16589,WB,bus,10
16590,EB,dual,93
16591,EB,bike,1
16592,EB,bus,10
16593,SB,dual,7
16594,SB,bike,1
16595,SB,bus,0
16596,NB,dual,18
16597,NB,bike,5
16598,NB,bus,0
16599,WB,dual,135
16600,WB,bike,9
16601,WB,bus,72
16602,EB,dual,149
16603,EB,bike,11
16604,EB,bus,69
16605,SB,dual,80
16606,SB,bike,24
16607,SB,bus,9
16608,NB,dual,117
16609,NB,bike,18
16610,NB,bus,9
16611,WB,dual,158
16612,WB,bike,15
16613,WB,bus,28
16614,EB,dual,150
16615,EB,bike,14
16616,EB,bus,31
16617,SB,dual,118
16618,SB,bike,5
16619,SB,bus,19
16620,NB,dual,115
16621,NB,bike,1
16622,NB,bus,18
16623,WB,dual,6
16624,WB,bike,0
16625,WB,bus,0
16626,EB,dual,5
16627,EB,bike,2
16628,EB,bus,0
16629,SB,dual,0
16630,SB,bike,0
16631,SB,bus,0
16632,NB,dual,7
16633,NB,bike,1
16634,NB,bus,0
16635,WB,dual,80
16636,WB,bike,17
16637,WB,bus,0
16638,EB,dual,104
16639,EB,bike,14
16640,EB,bus,0
16641,SB,dual,0
16642,SB,bike,0
16643,SB,bus,0
16644,NB,dual,4
16645,NB,bike,1
16646,NB,bus,0
16647,WB,dual,52
16648,WB,bike,16
16649,WB,bus,6
16650,EB,dual,58
16651,EB,bike,12
16652,EB,bus,7
16653,SB,dual,113
16654,SB,bike,6
16655,SB,bus,21
16656,NB,dual,129
16657,NB,bike,5
16658,NB,bus,21
16659,WB,dual,18
16660,WB,bike,0
16661,WB,bus,0
16662,EB,dual,14
16663,EB,bike,1
16664,EB,bus,0
16665,SB,dual,406
16666,SB,bike,16
16667,SB,bus,31
16668,NB,dual,440
16669,NB,bike,14
16670,NB,bus,28
16671,WB,dual,102
16672,WB,bike,5
16673,WB,bus,7
16674,EB,dual,313
16675,EB,bike,10
16676,EB,bus,21
16677,SB,dual,5
16678,SB,bike,0
16679,SB,bus,0
16680,NB,dual,8
16681,NB,bike,3
16682,NB,bus,0
16683,WB,dual,2
16684,WB,bike,1
16685,WB,bus,0
16686,EB,dual,3
16687,EB,bike,1
16688,EB,bus,0
16689,SB,dual,17
16690,SB,bike,6
16691,SB,bus,0
16692,NB,dual,13
16693,NB,bike,2
16694,NB,bus,0
16695,WB,dual,2
16696,WB,bike,0
16697,WB,bus,0
16698,EB,dual,6
16699,EB,bike,0
16700,EB,bus,0
16701,SB,dual,7
16702,SB,bike,0
16703,SB,bus,0
16704,NB,dual,0
16705,NB,bike,0
16706,NB,bus,0
16707,WB,dual,142
16708,WB,bike,13
16709,WB,bus,71
16710,EB,dual,161
16711,EB,bike,14
16712,EB,bus,67
16713,SB,dual,141
16714,SB,bike,15
16715,SB,bus,17
16716,NB,dual,128
16717,NB,bike,12
16718,NB,bus,26
16719,WB,dual,19
16720,WB,bike,9
16721,WB,bus,0
16722,EB,dual,13
16723,EB,bike,6
16724,EB,bus,0
16725,SB,dual,224
16726,SB,bike,13
16727,SB,bus,21
16728,NB,dual,218
16729,NB,bike,5
16730,NB,bus,25
16731,WB,dual,229
16732,WB,bike,12
16733,WB,bus,3
16734,EB,dual,295
16735,EB,bike,13
16736,EB,bus,15
16737,SB,dual,117
16738,SB,bike,8
16739,SB,bus,7
16740,NB,dual,97
16741,NB,bike,11
16742,NB,bus,0
16743,WB,dual,274
16744,WB,bike,13
16745,WB,bus,37
16746,EB,dual,307
16747,EB,bike,13
16748,EB,bus,29
16749,SB,dual,17
16750,SB,bike,6
16751,SB,bus,0
16752,NB,dual,15
16753,NB,bike,4
16754,NB,bus,0
16755,WB,dual,143
16756,WB,bike,8
16757,WB,bus,28
16758,EB,dual,124
16759,EB,bike,1
16760,EB,bus,29
16761,SB,dual,20
16762,SB,bike,7
16763,SB,bus,0
16764,NB,dual,11
16765,NB,bike,5
16766,NB,bus,0
16767,WB,dual,9
16768,WB,bike,8
16769,WB,bus,0
16770,EB,dual,9
16771,EB,bike,1
16772,EB,bus,0
16773,SB,dual,4
16774,SB,bike,1
16775,SB,bus,0
16776,NB,dual,3
16777,NB,bike,0
16778,NB,bus,0
16779,WB,dual,55
16780,WB,bike,6
16781,WB,bus,9
16782,EB,dual,84
16783,EB,bike,11
16784,EB,bus,8
16785,SB,dual,1
16786,SB,bike,0
16787,SB,bus,0
16788,NB,dual,0
16789,NB,bike,0
16790,NB,bus,0
16791,WB,dual,193
16792,WB,bike,2
16793,WB,bus,9
16794,EB,dual,160
16795,EB,bike,0
16796,EB,bus,7
16797,SB,dual,30
16798,SB,bike,0
16799,SB,bus,0
16800,NB,dual,28
16801,NB,bike,2
16802,NB,bus,0
16803,WB,dual,126
16804,WB,bike,10
16805,WB,bus,71
16806,EB,dual,159
16807,EB,bike,18
16808,EB,bus,67
16809,SB,dual,0
16810,SB,bike,0
16811,SB,bus,0
16812,NB,dual,4
16813,NB,bike,3
16814,NB,bus,0
16815,WB,dual,160
16816,WB,bike,16
16817,WB,bus,28
16818,EB,dual,193
16819,EB,bike,12
16820,EB,bus,26
16821,SB,dual,3
16822,SB,bike,2
16823,SB,bus,0
16824,NB,dual,6
16825,NB,bike,4
16826,NB,bus,0
16827,WB,dual,0
16828,WB,bike,1
16829,WB,bus,0
16830,EB,dual,1
16831,EB,bike,0
16832,EB,bus,0
16833,SB,dual,2
16834,SB,bike,3
16835,SB,bus,0
16836,NB,dual,8
16837,NB,bike,3
16838,NB,bus,0
16839,WB,dual,0
16840,WB,bike,3
16841,WB,bus,0
16842,EB,dual,1
16843,EB,bike,0
16844,EB,bus,0
16845,SB,dual,42
16846,SB,bike,6
16847,SB,bus,1
16848,NB,dual,44
16849,NB,bike,6
16850,NB,bus,18
16851,WB,dual,11
16852,WB,bike,6
16853,WB,bus,0
16854,EB,dual,4
16855,EB,bike,6
16856,EB,bus,0
16857,SB,dual,64
16858,SB,bike,4
16859,SB,bus,1
16860,NB,dual,59
16861,NB,bike,7
16862,NB,bus,17
16863,WB,dual,3
16864,WB,bike,1
16865,WB,bus,0
16866,EB,dual,0
16867,EB,bike,0
16868,EB,bus,0
16869,SB,dual,2
16870,SB,bike,0
16871,SB,bus,0
16872,NB,dual,0
16873,NB,bike,0
16874,NB,bus,0
16875,WB,dual,193
16876,WB,bike,4
16877,WB,bus,9
16878,EB,dual,198
16879,EB,bike,0
16880,EB,bus,7
16881,SB,dual,1
16882,SB,bike,0
16883,SB,bus,0
16884,NB,dual,6
16885,NB,bike,1
16886,NB,bus,0
16887,WB,dual,60
16888,WB,bike,7
16889,WB,bus,6
16890,EB,dual,65
16891,EB,bike,11
16892,EB,bus,6
16893,SB,dual,143
16894,SB,bike,18
16895,SB,bus,44
16896,NB,dual,123
16897,NB,bike,12
