,approach,type,volume
14356,NB,bike,1
14357,NB,bus,0
14358,WB,dual,4
14359,WB,bike,0
14360,WB,bus,0
14361,EB,dual,4
14362,EB,bike,1
14363,EB,bus,0
14364,SB,dual,40
14365,SB,bike,52
14366,SB,bus,1
14367,NB,dual,59
14368,NB,bike,62
14369,NB,bus,2
14370,WB,dual,2
14371,WB,bike,38
14372,WB,bus,0
14373,EB,dual,0
14374,EB,bike,11
14375,EB,bus,0
14376,SB,dual,3
14377,SB,bike,1
14378,SB,bus,7
14379,NB,dual,2
14380,NB,bike,0
14381,NB,bus,6
14382,WB,dual,1
14383,WB,bike,0
14384,WB,bus,0
14385,EB,dual,0
14386,EB,bike,0
14387,EB,bus,0
14388,SB,dual,125
14389,SB,bike,12
14390,SB,bus,65
14391,NB,dual,178
14392,NB,bike,2
14393,NB,bus,79
14394,WB,dual,0
14395,WB,bike,19
14396,WB,bus,0
14397,EB,dual,70
14398,EB,bike,0
14399,EB,bus,6
14400,SB,dual,45
14401,SB,bike,1
14402,SB,bus,7
14403,NB,dual,106
14404,NB,bike,3
14405,NB,bus,9
14406,WB,dual,7
14407,WB,bike,0
14408,WB,bus,0
14409,EB,dual,1
14410,EB,bike,0
14411,EB,bus,0
14412,SB,dual,0
14413,SB,bike,0
14414,SB,bus,0
14415,NB,dual,13
14416,NB,bike,0
14417,NB,bus,0
14418,WB,dual,146
14419,WB,bike,6
14420,WB,bus,25
14421,EB,dual,147
14422,EB,bike,10
14423,EB,bus,24
14424,SB,dual,1
14425,SB,bike,2
14426,SB,bus,0
14427,NB,dual,8
14428,NB,bike,9
14429,NB,bus,0
14430,WB,dual,88
14431,WB,bike,60
14432,WB,bus,47
14433,EB,dual,83
14434,EB,bike,46
14435,EB,bus,51
14436,SB,dual,127
14437,SB,bike,39
14438,SB,bus,32
14439,NB,dual,88
14440,NB,bike,33
14441,NB,bus,36
14442,WB,dual,5
14443,WB,bike,8
14444,WB,bus,0
14445,EB,dual,7
14446,EB,bike,3
14447,EB,bus,0
14448,SB,dual,30
14449,SB,bike,2
14450,SB,bus,0
14451,NB,dual,9
14452,NB,bike,1
14453,NB,bus,0
14454,WB,dual,203
14455,WB,bike,14
14456,WB,bus,36
14457,EB,dual,210
14458,EB,bike,18
14459,EB,bus,29
14460,SB,dual,90
14461,SB,bike,27
14462,SB,bus,20
14463,NB,dual,77
14464,NB,bike,33
14465,NB,bus,28
14466,WB,dual,7
14467,WB,bike,4
14468,WB,bus,0
14469,EB,dual,20
14470,EB,bike,4
14471,EB,bus,0
14472,SB,dual,74
14473,SB,bike,9
14474,SB,bus,1
14475,NB,dual,92
14476,NB,bike,7
14477,NB,bus,0
14478,WB,dual,25
14479,WB,bike,0
14480,WB,bus,0
14481,EB,dual,2
14482,EB,bike,1
14483,EB,bus,0
14484,SB,dual,135
14485,SB,bike,68
14486,SB,bus,80
14487,NB,dual,98
14488,NB,bike,33
14489,NB,bus,90
14490,WB,dual,4
14491,WB,bike,1
14492,WB,bus,0
14493,EB,dual,1
14494,EB,bike,3
14495,EB,bus,0
14496,SB,dual,0
14497,SB,bike,1
14498,SB,bus,0
14499,NB,dual,20
14500,NB,bike,452
14501,NB,bus,0
14502,WB,dual,10
14503,WB,bike,214
14504,WB,bus,0
14505,EB,dual,24
14506,EB,bike,669
14507,EB,bus,0
14508,SB,dual,65
14509,SB,bike,28
14510,SB,bus,18
14511,NB,dual,54
14512,NB,bike,22
14513,NB,bus,19
14514,WB,dual,1
14515,WB,bike,2
14516,WB,bus,0
14517,EB,dual,5
14518,EB,bike,4
14519,EB,bus,0
14520,SB,dual,3
14521,SB,bike,3
14522,SB,bus,0
14523,NB,dual,0
14524,NB,bike,0
14525,NB,bus,0
14526,WB,dual,67
14527,WB,bike,37
14528,WB,bus,6
14529,EB,dual,57
14530,EB,bike,40
14531,EB,bus,7
14532,SB,dual,0
14533,SB,bike,0
14534,SB,bus,0
14535,NB,dual,5
14536,NB,bike,0
14537,NB,bus,0
14538,WB,dual,35
14539,WB,bike,4
14540,WB,bus,12
14541,EB,dual,23
14542,EB,bike,7
14543,EB,bus,10
14544,SB,dual,42
14545,SB,bike,19
14546,SB,bus,0
14547,NB,dual,28
14548,NB,bike,14
14549,NB,bus,0
14550,WB,dual,1
14551,WB,bike,3
14552,WB,bus,0
14553,EB,dual,5
14554,EB,bike,6
14555,EB,bus,0
14556,SB,dual,46
14557,SB,bike,21
14558,SB,bus,0
14559,NB,dual,35
14560,NB,bike,11
14561,NB,bus,0
14562,WB,dual,3
14563,WB,bike,2
14564,WB,bus,0
14565,EB,dual,3
14566,EB,bike,5
14567,EB,bus,0
14568,SB,dual,114
14569,SB,bike,21
14570,SB,bus,0
14571,NB,dual,111
14572,NB,bike,19
14573,NB,bus,2
14574,WB,dual,10
14575,WB,bike,6
14576,WB,bus,12
14577,EB,dual,16
14578,EB,bike,9
14579,EB,bus,0
14580,SB,dual,59
14581,SB,bike,8
14582,SB,bus,28
14583,NB,dual,45
14584,NB,bike,8
14585,NB,bus,26
14586,WB,dual,5
14587,WB,bike,7
14588,WB,bus,0
14589,EB,dual,2
14590,EB,bike,2
14591,EB,bus,0
14592,SB,dual,0
14593,SB,bike,0
14594,SB,bus,0
14595,NB,dual,5
14596,NB,bike,1
14597,NB,bus,0
14598,WB,dual,88
14599,WB,bike,46
14600,WB,bus,22
14601,EB,dual,96
14602,EB,bike,36
14603,EB,bus,22
14604,SB,dual,57
14605,SB,bike,13
14606,SB,bus,5
14607,NB,dual,68
14608,NB,bike,11
14609,NB,bus,8
14610,WB,dual,1
14611,WB,bike,1
14612,WB,bus,0
14613,EB,dual,0
14614,EB,bike,1
14615,EB,bus,0
14616,SB,dual,4
14617,SB,bike,0
14618,SB,bus,0
14619,NB,dual,1
14620,NB,bike,3
14621,NB,bus,0
14622,WB,dual,119
14623,WB,bike,18
14624,WB,bus,34
14625,EB,dual,102
14626,EB,bike,16
14627,EB,bus,29
14628,SB,dual,1
14629,SB,bike,0
14630,SB,bus,1
14631,NB,dual,5
14632,NB,bike,3
14633,NB,bus,0
14634,WB,dual,120
14635,WB,bike,27
14636,WB,bus,40
14637,EB,dual,38
14638,EB,bike,32
14639,EB,bus,33
14640,SB,dual,1
14641,SB,bike,2
14642,SB,bus,0
14643,NB,dual,3
14644,NB,bike,3
14645,NB,bus,0
14646,WB,dual,115
14647,WB,bike,11
14648,WB,bus,45
14649,EB,dual,126
14650,EB,bike,22
14651,EB,bus,43
14652,SB,dual,119
14653,SB,bike,8
14654,SB,bus,0
14655,NB,dual,135
14656,NB,bike,10
14657,NB,bus,2
14658,WB,dual,121
14659,WB,bike,17
14660,WB,bus,1
14661,EB,dual,94
14662,EB,bike,12
14663,EB,bus,0
14664,SB,dual,165
14665,SB,bike,43
14666,SB,bus,71
14667,NB,dual,134
14668,NB,bike,28
14669,NB,bus,76
14670,WB,dual,0
14671,WB,bike,5
14672,WB,bus,0
14673,EB,dual,5
14674,EB,bike,2
14675,EB,bus,0
14676,SB,dual,2
14677,SB,bike,2
14678,SB,bus,0
14679,NB,dual,5
14680,NB,bike,0
14681,NB,bus,0
14682,WB,dual,41
14683,WB,bike,15
14684,WB,bus,1
14685,EB,dual,30
14686,EB,bike,16
14687,EB,bus,0
14688,SB,dual,76
14689,SB,bike,99
14690,SB,bus,102
14691,NB,dual,79
14692,NB,bike,106
14693,NB,bus,126
14694,WB,dual,0
14695,WB,bike,0
14696,WB,bus,0
14697,EB,dual,4
14698,EB,bike,18
14699,EB,bus,0
14700,SB,dual,23
14701,SB,bike,31
14702,SB,bus,26
14703,NB,dual,17
14704,NB,bike,31
14705,NB,bus,28
14706,WB,dual,0
14707,WB,bike,3
14708,WB,bus,0
14709,EB,dual,1
14710,EB,bike,2
14711,EB,bus,0
14712,SB,dual,38
14713,SB,bike,58
14714,SB,bus,26
14715,NB,dual,28
14716,NB,bike,43
14717,NB,bus,34
14718,WB,dual,0
14719,WB,bike,3
14720,WB,bus,0
14721,EB,dual,1
14722,EB,bike,4
14723,EB,bus,0
14724,SB,dual,0
14725,SB,bike,0
14726,SB,bus,0
14727,NB,dual,0
14728,NB,bike,0
14729,NB,bus,0
14730,WB,dual,38
14731,WB,bike,3
14732,WB,bus,7
14733,EB,dual,28
14734,EB,bike,5
14735,EB,bus,8
14736,SB,dual,37
14737,SB,bike,44
14738,SB,bus,161
14739,NB,dual,42
14740,NB,bike,6
14741,NB,bus,167
14742,WB,dual,159
14743,WB,bike,28
14744,WB,bus,479
14745,EB,dual,75
14746,EB,bike,13
14747,EB,bus,375
14748,SB,dual,58
14749,SB,bike,4
14750,SB,bus,0
14751,NB,dual,84
14752,NB,bike,2
14753,NB,bus,6
14754,WB,dual,34
14755,WB,bike,5
14756,WB,bus,14
14757,EB,dual,57
14758,EB,bike,16
14759,EB,bus,21
14760,SB,dual,0
14761,SB,bike,0
14762,SB,bus,0
14763,NB,dual,6
14764,NB,bike,0
14765,NB,bus,0
14766,WB,dual,43
14767,WB,bike,0
14768,WB,bus,0
14769,EB,dual,35
14770,EB,bike,0
14771,EB,bus,0
14772,SB,dual,13
14773,SB,bike,2
14774,SB,bus,0
14775,NB,dual,29
14776,NB,bike,4
14777,NB,bus,0
14778,WB,dual,13
14779,WB,bike,1
14780,WB,bus,0
14781,EB,dual,13
14782,EB,bike,0
14783,EB,bus,0
14784,SB,dual,0
14785,SB,bike,0
14786,SB,bus,0
14787,NB,dual,0
14788,NB,bike,0
14789,NB,bus,0
14790,WB,dual,0
14791,WB,bike,0
14792,WB,bus,0
14793,EB,dual,0
14794,EB,bike,0
14795,EB,bus,0
14796,SB,dual,0
14797,SB,bike,0
14798,SB,bus,0
14799,NB,dual,0
14800,NB,bike,0
14801,NB,bus,0
14802,EB,dual,0
14803,EB,bike,0
14804,EB,bus,0
14805,SB,dual,0
14806,SB,bike,0
14807,SB,bus,0
14808,NB,dual,0
14809,NB,bike,0
14810,NB,bus,0
14811,WB,dual,97
14812,WB,bike,4
14813,WB,bus,30
14814,EB,dual,60
14815,EB,bike,7
14816,EB,bus,19
14817,SB,dual,50
14818,SB,bike,0
14819,SB,bus,0
14820,NB,dual,4
14821,NB,bike,0
14822,NB,bus,0
14823,WB,dual,139
14824,WB,bike,19
14825,WB,bus,17
14826,EB,dual,77
14827,EB,bike,10
14828,EB,bus,18
14829,SB,dual,47
14830,SB,bike,14
14831,SB,bus,23
14832,NB,dual,47
14833,NB,bike,14
14834,NB,bus,31
14835,WB,dual,168
14836,WB,bike,11
14837,WB,bus,3
14838,EB,dual,132
14839,EB,bike,24
14840,EB,bus,10
14841,SB,dual,0
14842,SB,bike,0
14843,SB,bus,0
14844,NB,dual,0
14845,NB,bike,0
14846,NB,bus,0
14847,WB,dual,0
14848,WB,bike,0
14849,WB,bus,0
14850,EB,dual,0
14851,EB,bike,0
14852,EB,bus,0
14853,SB,dual,27
14854,SB,bike,19
14855,SB,bus,15
14856,NB,dual,22
14857,NB,bike,17
14858,NB,bus,20
14859,WB,dual,4
14860,WB,bike,0
14861,WB,bus,0
14862,EB,dual,0
14863,EB,bike,0
14864,EB,bus,0
14865,SB,dual,12
14866,SB,bike,0
14867,SB,bus,0
14868,NB,dual,6
14869,NB,bike,2
14870,NB,bus,0
14871,WB,dual,71
14872,WB,bike,16
14873,WB,bus,82
14874,EB,dual,49
14875,EB,bike,6
14876,EB,bus,74
14877,SB,dual,205
14878,SB,bike,41
14879,SB,bus,3
14880,NB,dual,234
14881,NB,bike,41
14882,NB,bus,5
14883,WB,dual,0
14884,WB,bike,0
14885,WB,bus,0
14886,EB,dual,36
14887,EB,bike,19
14888,EB,bus,0
14889,SB,dual,111
14890,SB,bike,81
14891,SB,bus,42
14892,NB,dual,117
14893,NB,bike,38
14894,NB,bus,28
14895,WB,dual,6
14896,WB,bike,11
14897,WB,bus,0
14898,EB,dual,4
14899,EB,bike,0
14900,EB,bus,0
14901,SB,dual,88
14902,SB,bike,10
14903,SB,bus,23
14904,NB,dual,122
14905,NB,bike,8
14906,NB,bus,28
14907,WB,dual,2
14908,WB,bike,6
14909,WB,bus,0
14910,EB,dual,1
14911,EB,bike,1
14912,EB,bus,0
14913,SB,dual,42
14914,SB,bike,14
14915,SB,bus,27
14916,NB,dual,66
14917,NB,bike,4
14918,NB,bus,34
14919,WB,dual,12
14920,WB,bike,0
14921,WB,bus,0
14922,EB,dual,0
14923,EB,bike,0
14924,EB,bus,0
14925,SB,dual,0
14926,SB,bike,0
14927,SB,bus,0
14928,NB,dual,4
14929,NB,bike,0
14930,NB,bus,0
14931,WB,dual,30
14932,WB,bike,0
14933,WB,bus,0
14934,EB,dual,42
14935,EB,bike,1
14936,EB,bus,0
14937,SB,dual,1
14938,SB,bike,2
14939,SB,bus,0
14940,NB,dual,1
14941,NB,bike,0
14942,NB,bus,0
14943,WB,dual,10
14944,WB,bike,20
14945,WB,bus,30
14946,EB,dual,11
14947,EB,bike,11
14948,EB,bus,26
14949,SB,dual,3
14950,SB,bike,0
14951,SB,bus,0
14952,NB,dual,0
14953,NB,bike,0
14954,NB,bus,0
14955,WB,dual,51
14956,WB,bike,3
14957,WB,bus,0
14958,EB,dual,31
14959,EB,bike,1
14960,EB,bus,0
14961,SB,dual,26
14962,SB,bike,35
14963,SB,bus,16
14964,NB,dual,25
14965,NB,bike,44
14966,NB,bus,18
14967,WB,dual,0
14968,WB,bike,2
14969,WB,bus,0
14970,EB,dual,2
14971,EB,bike,1
14972,EB,bus,0
14973,SB,dual,12
14974,SB,bike,2
14975,SB,bus,0
14976,NB,dual,7
14977,NB,bike,3
14978,NB,bus,0
14979,WB,dual,0
14980,WB,bike,0
14981,WB,bus,0
14982,EB,dual,0
14983,EB,bike,0
14984,EB,bus,0
14985,SB,dual,4
14986,SB,bike,0
14987,SB,bus,0
14988,NB,dual,1
14989,NB,bike,0
14990,NB,bus,0
14991,WB,dual,4
14992,WB,bike,0
14993,WB,bus,0
14994,EB,dual,0
14995,EB,bike,0
14996,EB,bus,0
14997,SB,dual,91
14998,SB,bike,42
14999,SB,bus,53
15000,NB,dual,89
15001,NB,bike,20
15002,NB,bus,55
15003,WB,dual,37
15004,WB,bike,4
15005,WB,bus,0
15006,EB,dual,0
15007,EB,bike,0
15008,EB,bus,0
15009,SB,dual,58
15010,SB,bike,4
15011,SB,bus,6
15012,NB,dual,52
15013,NB,bike,7
15014,NB,bus,9
15015,WB,dual,0
15016,WB,bike,0
15017,WB,bus,0
15018,EB,dual,0
15019,EB,bike,0
15020,EB,bus,0
15021,SB,dual,0
15022,SB,bike,0
15023,SB,bus,0
15024,NB,dual,2
15025,NB,bike,0
15026,NB,bus,0
15027,WB,dual,9
15028,WB,bike,1
15029,WB,bus,0
15030,EB,dual,4
15031,EB,bike,3
15032,EB,bus,0
15033,SB,dual,0
15034,SB,bike,0
15035,SB,bus,0
15036,NB,dual,3
15037,NB,bike,0
15038,NB,bus,0
15039,WB,dual,1
15040,WB,bike,0
15041,WB,bus,0
15042,EB,dual,8
15043,EB,bike,0
15044,EB,bus,0
15045,SB,dual,43
15046,SB,bike,8
15047,SB,bus,7
15048,NB,dual,56
15049,NB,bike,6
15050,NB,bus,3
15051,WB,dual,3
15052,WB,bike,0
15053,WB,bus,0
15054,EB,dual,5
15055,EB,bike,0
15056,EB,bus,0
15057,SB,dual,66
15058,SB,bike,5
15059,SB,bus,6
15060,NB,dual,46
15061,NB,bike,0
15062,NB,bus,8
15063,WB,dual,5
15064,WB,bike,0
15065,WB,bus,0
15066,EB,dual,1
15067,EB,bike,0
15068,EB,bus,0
15069,SB,dual,0
15070,SB,bike,0
15071,SB,bus,0
15072,NB,dual,0
15073,NB,bike,0
15074,NB,bus,0
15075,WB,dual,0
15076,WB,bike,0
15077,WB,bus,0
15078,EB,dual,0
15079,EB,bike,0
15080,EB,bus,0
15081,SB,dual,0
15082,SB,bike,0
15083,SB,bus,0
15084,NB,dual,0
15085,NB,bike,0
15086,NB,bus,0
15087,WB,dual,0
15088,WB,bike,0
15089,WB,bus,0
15090,EB,dual,0
15091,EB,bike,0
15092,EB,bus,0
15093,SB,dual,4
15094,SB,bike,3
15095,SB,bus,0
15096,NB,dual,2
15097,NB,bike,3
15098,NB,bus,0
15099,WB,dual,2
15100,WB,bike,5
15101,WB,bus,0
15102,EB,dual,3
15103,EB,bike,3
15104,EB,bus,0
15105,SB,dual,96
15106,SB,bike,0
15107,SB,bus,3
15108,NB,dual,0
15109,NB,bike,0
15110,NB,bus,0
15111,WB,dual,134
15112,WB,bike,2
15113,WB,bus,4
15114,EB,dual,75
15115,EB,bike,7
15116,EB,bus,5
15117,SB,dual,5
15118,SB,bike,4
15119,SB,bus,0
15120,NB,dual,0
15121,NB,bike,0
15122,NB,bus,0
15123,WB,dual,192
15124,WB,bike,0
15125,WB,bus,61
15126,EB,dual,196
15127,EB,bike,4
15128,EB,bus,89
15129,SB,dual,14
15130,SB,bike,11
15131,SB,bus,0
15132,NB,dual,28
15133,NB,bike,39
15134,NB,bus,0
15135,WB,dual,116
15136,WB,bike,19
15137,WB,bus,61
15138,EB,dual,75
15139,EB,bike,9
15140,EB,bus,43
15141,SB,dual,9
15142,SB,bike,4
15143,SB,bus,0
15144,NB,dual,28
15145,NB,bike,0
15146,NB,bus,0
15147,WB,dual,11
15148,WB,bike,13
15149,WB,bus,0
15150,EB,dual,52
15151,EB,bike,51
15152,EB,bus,0
15153,SB,dual,0
15154,SB,bike,0
15155,SB,bus,0
15156,NB,dual,0
15157,NB,bike,0
15158,NB,bus,0
15159,WB,dual,0
15160,WB,bike,0
15161,WB,bus,0
15162,EB,dual,57
15163,EB,bike,0
15164,EB,bus,4
15165,SB,dual,1
15166,SB,bike,0
15167,SB,bus,0
15168,NB,dual,8
15169,NB,bike,1
15170,NB,bus,0
15171,WB,dual,67
15172,WB,bike,29
15173,WB,bus,26
15174,EB,dual,55
15175,EB,bike,36
15176,EB,bus,32
15177,SB,dual,55
15178,SB,bike,26
15179,SB,bus,37
15180,NB,dual,91
15181,NB,bike,15
15182,NB,bus,68
15183,WB,dual,3
15184,WB,bike,0
15185,WB,bus,0
15186,EB,dual,0
15187,EB,bike,0
15188,EB,bus,0
15189,SB,dual,3
15190,SB,bike,2
15191,SB,bus,0
15192,NB,dual,5
15193,NB,bike,4
15194,NB,bus,2
15195,WB,dual,80
15196,WB,bike,35
15197,WB,bus,41
15198,EB,dual,76
15199,EB,bike,16
15200,EB,bus,36
15201,SB,dual,9
15202,SB,bike,25
15203,SB,bus,9
15204,NB,dual,12
15205,NB,bike,23
15206,NB,bus,3
15207,WB,dual,11
15208,WB,bike,17
15209,WB,bus,5
15210,EB,dual,17
15211,EB,bike,13
15212,EB,bus,6
15213,SB,dual,3
15214,SB,bike,1
15215,SB,bus,0
15216,NB,dual,0
15217,NB,bike,0
15218,NB,bus,0
15219,WB,dual,28
15220,WB,bike,7
15221,WB,bus,0
15222,EB,dual,20
15223,EB,bike,11
15224,EB,bus,0
15225,SB,dual,17
15226,SB,bike,5
15227,SB,bus,1
15228,NB,dual,14
15229,NB,bike,3
15230,NB,bus,1
15231,WB,dual,13
15232,WB,bike,8
15233,WB,bus,2
15234,EB,dual,18
15235,EB,bike,6
15236,EB,bus,2
15237,SB,dual,13
15238,SB,bike,2
15239,SB,bus,3
15240,NB,dual,5
15241,NB,bike,1
15242,NB,bus,2
15243,WB,dual,52
15244,WB,bike,13
15245,WB,bus,30
15246,EB,dual,50
15247,EB,bike,6
15248,EB,bus,27
15249,SB,dual,103
15250,SB,bike,55
15251,SB,bus,97
15252,NB,dual,94
15253,NB,bike,61
15254,NB,bus,96
15255,WB,dual,3
15256,WB,bike,17
15257,WB,bus,0
15258,EB,dual,2
15259,EB,bike,6
15260,EB,bus,0
15261,SB,dual,4
15262,SB,bike,5
15263,SB,bus,1
15264,NB,dual,3
15265,NB,bike,9
15266,NB,bus,0
15267,WB,dual,94
15268,WB,bike,31
15269,WB,bus,73
15270,EB,dual,94
15271,EB,bike,38
15272,EB,bus,71
15273,SB,dual,12
15274,SB,bike,24
15275,SB,bus,1
15276,NB,dual,20
15277,NB,bike,20
15278,NB,bus,0
15279,WB,dual,6
15280,WB,bike,10
15281,WB,bus,0
15282,EB,dual,9
15283,EB,bike,8
15284,EB,bus,0
15285,SB,dual,9
15286,SB,bike,9
15287,SB,bus,0
15288,NB,dual,6
15289,NB,bike,3
15290,NB,bus,0
15291,WB,dual,5
15292,WB,bike,7
15293,WB,bus,0
15294,EB,dual,7
15295,EB,bike,9
15296,EB,bus,0
15297,SB,dual,15
15298,SB,bike,4
15299,SB,bus,0
15300,NB,dual,3
15301,NB,bike,0
15302,NB,bus,0
15303,WB,dual,17
15304,WB,bike,36
15305,WB,bus,0
15306,EB,dual,17
15307,EB,bike,22
15308,EB,bus,0
15309,SB,dual,6
15310,SB,bike,6
15311,SB,bus,0
15312,NB,dual,1
15313,NB,bike,2
15314,NB,bus,0
15315,WB,dual,51
15316,WB,bike,34
15317,WB,bus,29
15318,EB,dual,36
15319,EB,bike,44
15320,EB,bus,38
15321,SB,dual,0
15322,SB,bike,0
15323,SB,bus,0
15324,NB,dual,0
15325,NB,bike,0
15326,NB,bus,0
15327,WB,dual,1
15328,WB,bike,0
15329,WB,bus,0
15330,EB,dual,84
15331,EB,bike,1
15332,EB,bus,8
15333,SB,dual,67
15334,SB,bike,19
15335,SB,bus,12
15336,NB,dual,50
15337,NB,bike,27
15338,NB,bus,7
15339,WB,dual,10
15340,WB,bike,7
15341,WB,bus,0
15342,EB,dual,0
15343,EB,bike,4
15344,EB,bus,0
15345,SB,dual,0
15346,SB,bike,0
15347,SB,bus,0
15348,NB,dual,3
15349,NB,bike,2
15350,NB,bus,0
15351,WB,dual,15
15352,WB,bike,7
15353,WB,bus,1
15354,EB,dual,20
15355,EB,bike,6
15356,EB,bus,0
15357,SB,dual,9
15358,SB,bike,9
15359,SB,bus,2
15360,NB,dual,11
15361,NB,bike,7
15362,NB,bus,2
15363,WB,dual,6
15364,WB,bike,0
15365,WB,bus,0
15366,EB,dual,0
15367,EB,bike,0
15368,EB,bus,0
15369,SB,dual,14
15370,SB,bike,15
15371,SB,bus,3
15372,NB,dual,3
15373,NB,bike,0
15374,NB,bus,0
15375,WB,dual,105
15376,WB,bike,69
15377,WB,bus,125
15378,EB,dual,102
15379,EB,bike,55
15380,EB,bus,95
15381,SB,dual,1
15382,SB,bike,0
15383,SB,bus,0
15384,NB,dual,7
15385,NB,bike,4
15386,NB,bus,2
15387,WB,dual,103
15388,WB,bike,72
15389,WB,bus,125
15390,EB,dual,100
15391,EB,bike,59
15392,EB,bus,96
15393,SB,dual,37
15394,SB,bike,16
15395,SB,bus,21
15396,NB,dual,40
15397,NB,bike,23
15398,NB,bus,57
15399,WB,dual,32
15400,WB,bike,6
15401,WB,bus,40
15402,EB,dual,20
15403,EB,bike,3
15404,EB,bus,17
15405,SB,dual,298
15406,SB,bike,6
15407,SB,bus,43
15408,NB,dual,248
15409,NB,bike,4
15410,NB,bus,68
15411,WB,dual,2
15412,WB,bike,0
15413,WB,bus,0
15414,EB,dual,0
15415,EB,bike,0
15416,EB,bus,6
15417,SB,dual,47
15418,SB,bike,23
15419,SB,bus,46
15420,NB,dual,49
15421,NB,bike,18
15422,NB,bus,26
15423,WB,dual,2
15424,WB,bike,0
15425,WB,bus,0
15426,EB,dual,7
15427,EB,bike,1
15428,EB,bus,0
15429,SB,dual,60
15430,SB,bike,27
15431,SB,bus,43
15432,NB,dual,67
15433,NB,bike,15
15434,NB,bus,30
15435,WB,dual,33
15436,WB,bike,16
15437,WB,bus,29
15438,EB,dual,27
15439,EB,bike,15
15440,EB,bus,45
15441,SB,dual,4
15442,SB,bike,1
15443,SB,bus,0
15444,NB,dual,7
15445,NB,bike,3
15446,NB,bus,0
15447,WB,dual,73
15448,WB,bike,18
15449,WB,bus,34
15450,EB,dual,120
15451,EB,bike,23
15452,EB,bus,29
15453,SB,dual,0
15454,SB,bike,0
15455,SB,bus,1
15456,NB,dual,4
15457,NB,bike,2
15458,NB,bus,2
15459,WB,dual,3
15460,WB,bike,7
15461,WB,bus,3
15462,EB,dual,9
15463,EB,bike,8
15464,EB,bus,1
15465,SB,dual,0
15466,SB,bike,0
15467,SB,bus,0
15468,NB,dual,0
15469,NB,bike,0
15470,NB,bus,0
15471,WB,dual,0
15472,WB,bike,0
15473,WB,bus,0
15474,EB,dual,0
15475,EB,bike,0
15476,EB,bus,0
15477,SB,dual,26
15478,SB,bike,22
15479,SB,bus,10
15480,NB,dual,14
15481,NB,bike,16
15482,NB,bus,12
15483,WB,dual,0
15484,WB,bike,0
15485,WB,bus,0
15486,EB,dual,6
15487,EB,bike,4
15488,EB,bus,2
15489,SB,dual,39
15490,SB,bike,4
15491,SB,bus,0
15492,NB,dual,13
15493,NB,bike,8
15494,NB,bus,0
15495,WB,dual,77
15496,WB,bike,40
15497,WB,bus,23
15498,EB,dual,81
15499,EB,bike,20
15500,EB,bus,26
15501,SB,dual,3
15502,SB,bike,0
15503,SB,bus,0
15504,NB,dual,0
15505,NB,bike,0
15506,NB,bus,0
15507,WB,dual,36
15508,WB,bike,6
15509,WB,bus,26
15510,EB,dual,36
15511,EB,bike,6
15512,EB,bus,25
15513,SB,dual,0
15514,SB,bike,2
15515,SB,bus,0
15516,NB,dual,3
15517,NB,bike,1
15518,NB,bus,0
15519,WB,dual,54
15520,WB,bike,10
15521,WB,bus,17
15522,EB,dual,32
15523,EB,bike,12
15524,EB,bus,32
15525,SB,dual,34
15526,SB,bike,18
15527,SB,bus,12
15528,NB,dual,40
15529,NB,bike,10
15530,NB,bus,13
15531,WB,dual,1
15532,WB,bike,3
15533,WB,bus,2
15534,EB,dual,0
15535,EB,bike,0
15536,EB,bus,0
15537,SB,dual,55
15538,SB,bike,21
15539,SB,bus,83
15540,NB,dual,60
15541,NB,bike,23
15542,NB,bus,78
15543,WB,dual,1
15544,WB,bike,1
15545,WB,bus,0
15546,EB,dual,0
15547,EB,bike,3
15548,EB,bus,0
15549,SB,dual,3
15550,SB,bike,2
15551,SB,bus,1
15552,NB,dual,5
15553,NB,bike,4
15554,NB,bus,0
15555,WB,dual,32
15556,WB,bike,23
15557,WB,bus,97
15558,EB,dual,16
15559,EB,bike,18
15560,EB,bus,6
15561,SB,dual,34
15562,SB,bike,20
15563,SB,bus,33
15564,NB,dual,35
15565,NB,bike,17
15566,NB,bus,38
15567,WB,dual,0
15568,WB,bike,0
15569,WB,bus,0
15570,EB,dual,2
15571,EB,bike,0
15572,EB,bus,0
15573,SB,dual,11
15574,SB,bike,21
15575,SB,bus,1
15576,NB,dual,7
15577,NB,bike,37
15578,NB,bus,0
15579,WB,dual,0
15580,WB,bike,42
15581,WB,bus,0
15582,EB,dual,105
15583,EB,bike,88
15584,EB,bus,151
15585,SB,dual,44
15586,SB,bike,42
15587,SB,bus,15
15588,NB,dual,68
15589,NB,bike,36
15590,NB,bus,20
15591,WB,dual,15
15592,WB,bike,2
15593,WB,bus,0
15594,EB,dual,0
15595,EB,bike,2
15596,EB,bus,0
15597,SB,dual,0
15598,SB,bike,0
15599,SB,bus,0
15600,NB,dual,0
15601,NB,bike,3
15602,NB,bus,0
15603,WB,dual,4
15604,WB,bike,1
15605,WB,bus,1
15606,EB,dual,6
15607,EB,bike,0
15608,EB,bus,1
15609,SB,dual,73
15610,SB,bike,42
15611,SB,bus,0
15612,NB,dual,79
15613,NB,bike,33
15614,NB,bus,36
15615,WB,dual,165
15616,WB,bike,8
15617,WB,bus,48
15618,EB,dual,148
15619,EB,bike,13
15620,EB,bus,67
15621,SB,dual,3
15622,SB,bike,5
15623,SB,bus,0
15624,NB,dual,2
15625,NB,bike,0
15626,NB,bus,1
