,Peak,Pedestrian,Spec_Veh,Volume,count_id
3059,Pass,Pass,Fail,Pass,8950
3060,Pass,Fail,Pass,Fail,8952
3061,Pass,Fail,Pass,Fail,8959
3062,Fail,Pass,Pass,Pass,8961
3063,Pass,Pass,Pass,Pass,8962
3064,Pass,Pass,Pass,Pass,8963
3065,Pass,Pass,Pass,Pass,8964
3066,Pass,Pass,Pass,Fail,8966
3067,Pass,Pass,Pass,Pass,8967
3068,Pass,Pass,Pass,Pass,8968
3069,Pass,Pass,Fail,Fail,8969
3070,Pass,Pass,Pass,Pass,8971
3071,Pass,Pass,Pass,Pass,8972
3072,Pass,Pass,Pass,Fail,8973
3073,Pass,Pass,Pass,Fail,8974
3074,Pass,Pass,Pass,Pass,8977
3075,Pass,Pass,Pass,Pass,8978
3076,Pass,Pass,Pass,Fail,8980
3077,Pass,Fail,Pass,Fail,8993
3078,Pass,Fail,Pass,Fail,8994
3079,Pass,Fail,Pass,Fail,8995
3080,Pass,Fail,Pass,Fail,8997
3081,Pass,Pass,Pass,Pass,8998
3082,Pass,Fail,Pass,Fail,9006
3083,Fail,Pass,Pass,Fail,9010
3084,Pass,Pass,Pass,Fail,9014
3085,Pass,Pass,Pass,Pass,9017
3086,Pass,Pass,Pass,Pass,9018
3087,Fail,Pass,Pass,Fail,9020
3088,Pass,Fail,Pass,Fail,9021
3089,Pass,Pass,Pass,Pass,9022
3090,Fail,Pass,Pass,Fail,9023
3091,Pass,Pass,Pass,Pass,9028
3092,Fail,Pass,Pass,Pass,9029
3093,Fail,Pass,Fail,Pass,9036
3094,Pass,Pass,Pass,Fail,9051
3095,Fail,Pass,Fail,Pass,9052
3096,Pass,Pass,Pass,Pass,9065
3097,Pass,Pass,Pass,Pass,9066
3098,Pass,Pass,Pass,Pass,9067
3099,Pass,Pass,Pass,Pass,9069
3100,Pass,Pass,Pass,Fail,9070
3101,Pass,Pass,Pass,Pass,9105
3102,Pass,Pass,Pass,Pass,9120
3103,Pass,Fail,Pass,Fail,9123
3104,Pass,Pass,Pass,Pass,9124
3105,Fail,Pass,Fail,Pass,9128
3106,Pass,Pass,Pass,Pass,9131
3107,Fail,Pass,Fail,Fail,9132
3108,Fail,Pass,Fail,Pass,9133
3109,Pass,Pass,Pass,Fail,9136
3110,Pass,Pass,Pass,Pass,9137
3111,Pass,Pass,Pass,Pass,9139
3112,Pass,Pass,Pass,Fail,9140
3113,Pass,Pass,Pass,Pass,9141
3114,Fail,Pass,Fail,Pass,9147
3115,Pass,Pass,Pass,Pass,9148
3116,Fail,Pass,Pass,Fail,9161
3117,Pass,Pass,Pass,Pass,9162
3118,Pass,Pass,Pass,Pass,9166
3119,Pass,Pass,Pass,Pass,9169
3120,Fail,Pass,Fail,Pass,9170
3121,Pass,Pass,Pass,Pass,9171
3122,Fail,Pass,Fail,Pass,9172
3123,Pass,Pass,Pass,Fail,9177
3124,Pass,Pass,Pass,Pass,9178
3125,Pass,Pass,Pass,Pass,9181
3126,Fail,Pass,Fail,Pass,9182
3127,Pass,Pass,Pass,Pass,9183
3128,Pass,Pass,Pass,Pass,9202
3129,Pass,Pass,Pass,Pass,9203
3130,Pass,Pass,Pass,Pass,9207
3131,Fail,Pass,Pass,Pass,9208
3132,Fail,Pass,Fail,Pass,9209
3133,Pass,Pass,Pass,Pass,9214
3134,Pass,Pass,Pass,Fail,9215
3135,Pass,Pass,Pass,Fail,9216
3136,Pass,Pass,Pass,Pass,9217
3137,Pass,Pass,Pass,Pass,9219
3138,Pass,Pass,Pass,Pass,9231
3139,Pass,Pass,Pass,Pass,9232
3140,Pass,Pass,Pass,Pass,9236
3141,Fail,Pass,Pass,Pass,9237
3142,Pass,Pass,Pass,Pass,9238
3143,Pass,Pass,Pass,Pass,9241
3144,Pass,Pass,Pass,Fail,9242
3145,Pass,Pass,Pass,Pass,9249
3146,Pass,Pass,Pass,Pass,9250
3147,Fail,Pass,Pass,Fail,9251
3148,Fail,Pass,Fail,Fail,9252
3149,Pass,Pass,Pass,Pass,9260
3150,Fail,Pass,Pass,Pass,9261
3151,Fail,Pass,Pass,Fail,9268
3152,Pass,Fail,Pass,Fail,9270
3153,Pass,Pass,Pass,Fail,9271
3154,Pass,Fail,Pass,Fail,9272
3155,Pass,Pass,Pass,Pass,9278
3156,Pass,Pass,Pass,Pass,9282
3157,Pass,Pass,Pass,Pass,9286
3158,Pass,Pass,Pass,Pass,9287
3159,Pass,Pass,Pass,Pass,9288
3160,Pass,Pass,Pass,Pass,9298
3161,Pass,Pass,Pass,Pass,9307
3162,Pass,Pass,Pass,Fail,9309
3163,Pass,Pass,Pass,Pass,9310
3164,Pass,Pass,Pass,Fail,9314
3165,Pass,Pass,Pass,Fail,9327
3166,Pass,Pass,Pass,Fail,9328
3167,Pass,Pass,Pass,Fail,9335
3168,Pass,Pass,Pass,Pass,9337
3169,Fail,Pass,Pass,Pass,9340
3170,Fail,Pass,Pass,Pass,9341
3171,Pass,Pass,Pass,Pass,9342
3172,Pass,Fail,Pass,Fail,9343
3173,Pass,Pass,Pass,Pass,9344
3174,Pass,Pass,Pass,Pass,9345
3175,Fail,Pass,Pass,Fail,9346
3176,Pass,Pass,Pass,Fail,9347
3177,Pass,Fail,Pass,Fail,9349
3178,Pass,Pass,Pass,Pass,9350
3179,Pass,Pass,Pass,Pass,9353
3180,Pass,Pass,Pass,Pass,9354
3181,Pass,Fail,Pass,Fail,9357
3182,Pass,Pass,Pass,Fail,9361
3183,Fail,Pass,Fail,Pass,9363
3184,Pass,Pass,Pass,Pass,9372
3185,Fail,Fail,Fail,Fail,9373
3186,Fail,Pass,Pass,Fail,9374
3187,Pass,Pass,Pass,Pass,9375
3188,Pass,Fail,Pass,Fail,9376
3189,Pass,Pass,Pass,Pass,9377
3190,Pass,Pass,Pass,Pass,9378
3191,Pass,Fail,Pass,Fail,9379
3192,Pass,Fail,Pass,Fail,9380
3193,Pass,Pass,Pass,Pass,9381
3194,Pass,Pass,Pass,Pass,9384
3195,Pass,Pass,Pass,Fail,9385
3196,Pass,Pass,Pass,Fail,9386
3197,Pass,Pass,Pass,Pass,9392
3198,Pass,Fail,Pass,Fail,9393
3199,Fail,Pass,Pass,Pass,9394
3200,Pass,Pass,Fail,Fail,9395
3201,Pass,Fail,Pass,Fail,9396
3202,Fail,Pass,Fail,Fail,9397
3203,Pass,Pass,Pass,Pass,9398
3204,Pass,Pass,Pass,Pass,9399
3205,Pass,Pass,Fail,Pass,9400
3206,Fail,Pass,Pass,Fail,9401
3207,Pass,Pass,Pass,Fail,9402
3208,Pass,Pass,Pass,Pass,9407
3209,Pass,Pass,Pass,Pass,9408
3210,Pass,Pass,Pass,Pass,9409
3211,Pass,Pass,Pass,Pass,9410
3212,Pass,Fail,Pass,Fail,9415
3213,Pass,Pass,Pass,Pass,9416
3214,Pass,Pass,Pass,Fail,9419
3215,Pass,Pass,Pass,Pass,9431
3216,Pass,Pass,Pass,Pass,9432
3217,Pass,Pass,Pass,Pass,9433
3218,Fail,Pass,Pass,Fail,9435
3219,Pass,Pass,Pass,Pass,9436
3220,Pass,Pass,Pass,Pass,9437
3221,Pass,Pass,Pass,Pass,9451
3222,Pass,Fail,Pass,Fail,9452
3223,Pass,Pass,Pass,Fail,9455
3224,Pass,Pass,Pass,Fail,9456
3225,Pass,Pass,Pass,Fail,9457
3226,Pass,Pass,Pass,Fail,9458
3227,Pass,Pass,Pass,Pass,9459
3228,Pass,Pass,Pass,Pass,9460
3229,Fail,Pass,Fail,Fail,9481
3230,Pass,Pass,Pass,Pass,9482
3231,Pass,Pass,Pass,Pass,9484
3232,Pass,Pass,Pass,Pass,9485
3233,Pass,Pass,Pass,Pass,9486
3234,Pass,Fail,Pass,Fail,9496
3235,Pass,Pass,Pass,Pass,9497
3236,Pass,Pass,Pass,Pass,9498
3237,Fail,Pass,Fail,Fail,9499
3238,Pass,Pass,Pass,Pass,9500
3239,Pass,Pass,Pass,Fail,9501
3240,Pass,Pass,Pass,Pass,9503
3241,Pass,Pass,Pass,Pass,9504
3242,Pass,Pass,Pass,Pass,9505
3243,Pass,Pass,Pass,Pass,9506
3244,Pass,Pass,Pass,Pass,9508
3245,Pass,Pass,Pass,Fail,9509
3246,Fail,Pass,Pass,Pass,9510
3247,Fail,Pass,Fail,Fail,9511
3248,Pass,Pass,Pass,Fail,9512
3249,Pass,Pass,Pass,Pass,9514
3250,Pass,Pass,Pass,Pass,9515
3251,Pass,Pass,Pass,Pass,9516
3252,Pass,Pass,Pass,Pass,9519
3253,Pass,Pass,Pass,Pass,9523
3254,Pass,Pass,Pass,Pass,9524
3255,Pass,Fail,Pass,Fail,9525
3256,Pass,Pass,Pass,Pass,9528
3257,Pass,Pass,Pass,Fail,9529
3258,Pass,Fail,Pass,Fail,9532
3259,Pass,Pass,Pass,Pass,9533
3260,Pass,Fail,Pass,Fail,9534
3261,Pass,Fail,Pass,Fail,9543
3262,Pass,Pass,Fail,Fail,9544
3263,Pass,Fail,Pass,Fail,9546
3264,Pass,Pass,Pass,Fail,9547
3265,Pass,Fail,Pass,Fail,9548
3266,Pass,Pass,Pass,Pass,9549
3267,Pass,Pass,Pass,Pass,9550
3268,Pass,Pass,Pass,Pass,9557
3269,Pass,Pass,Pass,Pass,9559
3270,Pass,Pass,Pass,Pass,9561
3271,Pass,Fail,Pass,Fail,9562
3272,Pass,Pass,Pass,Pass,9564
3273,Pass,Pass,Pass,Pass,9565
3274,Pass,Pass,Pass,Pass,9567
3275,Pass,Fail,Pass,Fail,9568
3276,Pass,Pass,Pass,Pass,9574
3277,Pass,Fail,Pass,Fail,9580
3278,Pass,Pass,Pass,Pass,9582
3279,Pass,Pass,Pass,Pass,9584
3280,Pass,Pass,Pass,Pass,9585
3281,Pass,Pass,Pass,Pass,9586
3282,Pass,Pass,Pass,Pass,9587
3283,Pass,Fail,Pass,Fail,9607
3284,Fail,Pass,Pass,Pass,9608
3285,Pass,Fail,Pass,Fail,9609
3286,Pass,Pass,Pass,Fail,9610
3287,Pass,Pass,Pass,Pass,9611
3288,Pass,Pass,Pass,Pass,9612
3289,Fail,Fail,Fail,Fail,9613
3290,Pass,Pass,Pass,Fail,9616
3291,Fail,Pass,Fail,Fail,9619
3292,Pass,Pass,Fail,Pass,9621
3293,Pass,Pass,Pass,Pass,9622
3294,Pass,Pass,Pass,Pass,9627
3295,Pass,Pass,Pass,Pass,9629
3296,Pass,Pass,Pass,Pass,9632
3297,Pass,Pass,Pass,Pass,9633
3298,Pass,Fail,Pass,Fail,9635
3299,Pass,Pass,Pass,Pass,9636
3300,Fail,Pass,Pass,Pass,9637
3301,Pass,Pass,Fail,Pass,9638
3302,Pass,Pass,Pass,Pass,9639
3303,Pass,Fail,Pass,Fail,9641
3304,Pass,Pass,Pass,Pass,9646
3305,Pass,Pass,Pass,Pass,9647
3306,Pass,Pass,Pass,Pass,9648
3307,Pass,Fail,Pass,Fail,9649
3308,Pass,Fail,Pass,Fail,9650
3309,Pass,Fail,Pass,Fail,9651
3310,Pass,Pass,Pass,Fail,9652
3311,Fail,Pass,Pass,Pass,9654
3312,Pass,Pass,Pass,Pass,9662
3313,Pass,Pass,Fail,Fail,9664
3314,Pass,Pass,Pass,Pass,9672
3315,Pass,Pass,Pass,Pass,9673
3316,Fail,Pass,Pass,Pass,9675
3317,Pass,Pass,Fail,Pass,9676
3318,Pass,Pass,Pass,Fail,9677
3319,Pass,Pass,Pass,Pass,9681
3320,Fail,Pass,Pass,Fail,9684
3321,Pass,Pass,Pass,Pass,9685
3322,Pass,Pass,Pass,Pass,9686
3323,Pass,Fail,Pass,Fail,9697
3324,Pass,Pass,Pass,Pass,9698
3325,Pass,Pass,Fail,Pass,9699
3326,Pass,Pass,Pass,Pass,9702
3327,Pass,Pass,Pass,Pass,9704
3328,Pass,Pass,Pass,Fail,9705
3329,Pass,Pass,Pass,Pass,9723
3330,Pass,Pass,Pass,Pass,9724
3331,Pass,Pass,Pass,Pass,9725
3332,Pass,Pass,Pass,Pass,9726
3333,Pass,Fail,Pass,Fail,9727
3334,Pass,Pass,Pass,Pass,9728
3335,Pass,Pass,Fail,Pass,9729
3336,Pass,Fail,Pass,Fail,9730
3337,Pass,Pass,Pass,Pass,9731
3338,Pass,Fail,Pass,Fail,9733
3339,Pass,Pass,Fail,Fail,9735
3340,Pass,Pass,Fail,Pass,9736
3341,Pass,Pass,Fail,Pass,9740
3342,Pass,Fail,Pass,Fail,9744
3343,Pass,Pass,Fail,Fail,9745
3344,Pass,Pass,Pass,Fail,9746
3345,Pass,Pass,Pass,Fail,9747
3346,Pass,Pass,Pass,Pass,9748
3347,Pass,Pass,Pass,Pass,9749
3348,Pass,Pass,Pass,Pass,9750
3349,Pass,Fail,Pass,Fail,9751
3350,Pass,Pass,Pass,Pass,9752
3351,Pass,Pass,Pass,Pass,9754
3352,Fail,Pass,Pass,Fail,9755
3353,Fail,Pass,Pass,Fail,9756
3354,Pass,Pass,Pass,Pass,9761
3355,Pass,Pass,Pass,Pass,9768
3356,Pass,Fail,Pass,Fail,9769
3357,Pass,Pass,Pass,Fail,9771
3358,Pass,Pass,Pass,Pass,9772
3359,Pass,Pass,Pass,Pass,9774
3360,Pass,Pass,Pass,Fail,9785
3361,Pass,Pass,Pass,Pass,9786
3362,Pass,Fail,Pass,Fail,9787
3363,Pass,Pass,Pass,Pass,9788
3364,Pass,Pass,Pass,Pass,9792
3365,Pass,Pass,Pass,Pass,9793
3366,Pass,Fail,Pass,Fail,9794
3367,Pass,Pass,Pass,Pass,9795
3368,Pass,Pass,Fail,Pass,9796
3369,Pass,Pass,Pass,Pass,9797
3370,Pass,Pass,Pass,Pass,9799
3371,Fail,Pass,Pass,Fail,9800
3372,Pass,Fail,Pass,Fail,9804
3373,Pass,Pass,Pass,Pass,9805
3374,Pass,Pass,Pass,Pass,9807
3375,Pass,Fail,Pass,Fail,9808
3376,Pass,Pass,Pass,Pass,9820
3377,Pass,Pass,Pass,Pass,9821
3378,Pass,Pass,Pass,Pass,9822
3379,Pass,Pass,Pass,Pass,9823
3380,Pass,Pass,Pass,Pass,9824
3381,Pass,Pass,Pass,Pass,9825
3382,Pass,Pass,Pass,Fail,9827
3383,Pass,Pass,Pass,Pass,9828
3384,Pass,Pass,Pass,Fail,9829
3385,Pass,Pass,Pass,Pass,9836
3386,Pass,Pass,Pass,Fail,9838
3387,Pass,Pass,Pass,Pass,9841
3388,Pass,Pass,Pass,Pass,9842
3389,Pass,Pass,Pass,Pass,9843
3390,Pass,Pass,Pass,Pass,9848
3391,Pass,Fail,Pass,Fail,9854
3392,Pass,Pass,Fail,Pass,9856
3393,Fail,Pass,Pass,Pass,9857
3394,Pass,Pass,Pass,Pass,9858
3395,Pass,Pass,Pass,Pass,9866
3396,Pass,Pass,Pass,Pass,9870
3397,Pass,Pass,Pass,Pass,9872
3398,Pass,Pass,Pass,Pass,9878
3399,Pass,Pass,Pass,Pass,9880
3400,Pass,Pass,Pass,Pass,9883
3401,Pass,Pass,Pass,Pass,9884
3402,Pass,Pass,Pass,Pass,9886
3403,Pass,Pass,Pass,Pass,9891
3404,Pass,Pass,Fail,Pass,9892
3405,Pass,Pass,Pass,Pass,9893
3406,Pass,Pass,Pass,Pass,9896
3407,Pass,Pass,Pass,Pass,9897
3408,Pass,Pass,Pass,Pass,9898
3409,Fail,Pass,Fail,Fail,9899
3410,Pass,Pass,Pass,Pass,9900
3411,Fail,Pass,Pass,Fail,9902
3412,Fail,Pass,Pass,Fail,9903
3413,Fail,Pass,Pass,Fail,9918
3414,Pass,Pass,Pass,Pass,9924
3415,Pass,Pass,Pass,Pass,9940
3416,Pass,Pass,Pass,Fail,9941
3417,Pass,Pass,Pass,Pass,9946
3418,Pass,Pass,Pass,Pass,9955
3419,Fail,Pass,Pass,Fail,9966
3420,Pass,Pass,Pass,Pass,9967
3421,Pass,Fail,Pass,Fail,9968
3422,Fail,Pass,Pass,Fail,9969
3423,Fail,Pass,Pass,Fail,9973
3424,Fail,Pass,Fail,Fail,9974
3425,Pass,Pass,Pass,Pass,9975
3426,Pass,Pass,Pass,Pass,9978
3427,Pass,Fail,Pass,Fail,9979
3428,Pass,Pass,Pass,Pass,9985
3429,Pass,Pass,Pass,Pass,9986
3430,Pass,Fail,Pass,Fail,9999
3431,Pass,Pass,Pass,Fail,10000
3432,Pass,Pass,Pass,Pass,10002
3433,Pass,Pass,Pass,Pass,10003
3434,Pass,Pass,Pass,Pass,10004
3435,Pass,Pass,Pass,Pass,10005
3436,Pass,Pass,Pass,Pass,10006
3437,Pass,Pass,Pass,Pass,10007
3438,Pass,Pass,Pass,Fail,10009
3439,Pass,Pass,Pass,Pass,10010
3440,Pass,Fail,Pass,Fail,10011
3441,Pass,Pass,Pass,Pass,10012
3442,Pass,Pass,Pass,Pass,10013
3443,Pass,Pass,Pass,Pass,10019
3444,Pass,Pass,Pass,Pass,10022
3445,Pass,Pass,Pass,Pass,10023
3446,Pass,Pass,Pass,Pass,10024
3447,Pass,Pass,Fail,Pass,10025
3448,Pass,Pass,Pass,Pass,10026
3449,Pass,Pass,Pass,Pass,10027
3450,Pass,Pass,Pass,Pass,10041
3451,Pass,Pass,Pass,Pass,10043
3452,Pass,Pass,Pass,Pass,10049
3453,Pass,Fail,Pass,Fail,10070
3454,Pass,Pass,Pass,Pass,10071
3455,Pass,Pass,Pass,Pass,10072
3456,Pass,Pass,Pass,Pass,10073
3457,Pass,Fail,Pass,Fail,10074
3458,Pass,Pass,Pass,Pass,10075
3459,Pass,Pass,Pass,Fail,10076
3460,Pass,Pass,Pass,Fail,10079
3461,Pass,Pass,Pass,Fail,10086
3462,Pass,Pass,Pass,Pass,10087
3463,Pass,Pass,Pass,Pass,10088
3464,Fail,Pass,Fail,Pass,10102
3465,Fail,Pass,Pass,Fail,10103
3466,Pass,Pass,Pass,Pass,10104
3467,Pass,Pass,Pass,Pass,10105
3468,Pass,Fail,Pass,Fail,10115
3469,Pass,Fail,Pass,Fail,10116
3470,Pass,Pass,Pass,Pass,10120
3471,Pass,Fail,Pass,Fail,10121
3472,Pass,Pass,Pass,Pass,10122
3473,Pass,Fail,Pass,Fail,10123
3474,Pass,Fail,Pass,Fail,10134
3475,Pass,Pass,Pass,Pass,10135
3476,Fail,Pass,Fail,Pass,10136
3477,Pass,Pass,Pass,Pass,10140
3478,Pass,Pass,Pass,Pass,10141
3479,Fail,Pass,Pass,Fail,10142
3480,Pass,Pass,Pass,Pass,10143
3481,Pass,Pass,Pass,Pass,10160
3482,Pass,Fail,Pass,Fail,10162
3483,Pass,Pass,Pass,Pass,10163
3484,Pass,Pass,Pass,Pass,10167
3485,Fail,Pass,Pass,Fail,10168
3486,Pass,Pass,Pass,Pass,10184
3487,Fail,Pass,Pass,Fail,10185
3488,Pass,Pass,Pass,Fail,10186
3489,Pass,Fail,Pass,Fail,10195
3490,Pass,Pass,Pass,Pass,10198
3491,Pass,Pass,Pass,Pass,10199
3492,Pass,Fail,Pass,Fail,10200
3493,Pass,Pass,Pass,Pass,10201
3494,Pass,Fail,Pass,Fail,10205
3495,Pass,Pass,Pass,Pass,10206
3496,Pass,Fail,Pass,Fail,10207
3497,Pass,Fail,Pass,Fail,10208
3498,Pass,Pass,Pass,Fail,10211
3499,Pass,Fail,Pass,Fail,10212
3500,Pass,Fail,Pass,Fail,10213
3501,Fail,Fail,Pass,Fail,10214
3502,Pass,Pass,Pass,Pass,10217
3503,Pass,Pass,Pass,Pass,10219
3504,Pass,Pass,Pass,Pass,10220
3505,Pass,Pass,Pass,Pass,10222
3506,Pass,Pass,Pass,Pass,10223
3507,Pass,Pass,Pass,Pass,10224
3508,Pass,Pass,Pass,Pass,10225
3509,Fail,Pass,Pass,Pass,10226
3510,Pass,Fail,Pass,Fail,10230
3511,Pass,Pass,Pass,Pass,10231
3512,Pass,Fail,Pass,Fail,10234
3513,Pass,Fail,Pass,Fail,10235
3514,Pass,Pass,Pass,Fail,10237
3515,Pass,Fail,Pass,Fail,10238
3516,Pass,Pass,Pass,Pass,10239
3517,Fail,Pass,Pass,Pass,10240
3518,Pass,Pass,Pass,Pass,10245
3519,Fail,Pass,Pass,Pass,10246
3520,Fail,Pass,Fail,Pass,10247
3521,Pass,Pass,Pass,Pass,10252
3522,Pass,Pass,Pass,Fail,10254
3523,Pass,Pass,Pass,Pass,10255
3524,Pass,Pass,Pass,Pass,10256
3525,Fail,Pass,Fail,Pass,10257
3526,Pass,Fail,Pass,Fail,10262
3527,Pass,Pass,Pass,Pass,10265
3528,Pass,Fail,Pass,Fail,10269
3529,Pass,Fail,Pass,Fail,10270
3530,Fail,Pass,Fail,Pass,10271
3531,Pass,Fail,Pass,Fail,10281
3532,Pass,Pass,Pass,Pass,10282
3533,Pass,Pass,Pass,Pass,10289
3534,Pass,Pass,Pass,Pass,10290
3535,Pass,Pass,Pass,Pass,10295
3536,Fail,Pass,Fail,Pass,10296
3537,Pass,Fail,Pass,Fail,10297
3538,Pass,Pass,Pass,Pass,10308
3539,Pass,Pass,Pass,Pass,10312
3540,Pass,Pass,Fail,Pass,10313
3541,Pass,Pass,Pass,Pass,10315
3542,Pass,Pass,Pass,Pass,10317
3543,Pass,Pass,Pass,Pass,10322
3544,Pass,Pass,Pass,Pass,10323
3545,Pass,Pass,Pass,Pass,10328
3546,Pass,Pass,Pass,Pass,10336
3547,Fail,Pass,Pass,Pass,10337
3548,Pass,Pass,Pass,Pass,10346
3549,Pass,Pass,Fail,Pass,10355
3550,Pass,Fail,Pass,Fail,10356
3551,Fail,Pass,Fail,Fail,10357
3552,Pass,Pass,Pass,Pass,10366
3553,Pass,Pass,Pass,Pass,10367
3554,Pass,Pass,Pass,Pass,10368
3555,Pass,Pass,Pass,Pass,10372
3556,Pass,Pass,Pass,Pass,10375
3557,Pass,Pass,Pass,Pass,10376
3558,Pass,Pass,Pass,Pass,10378
3559,Pass,Pass,Pass,Pass,10381
3560,Pass,Pass,Pass,Pass,10382
3561,Pass,Pass,Pass,Pass,10383
3562,Pass,Pass,Pass,Pass,10384
3563,Pass,Fail,Pass,Fail,10391
3564,Pass,Fail,Pass,Fail,10392
3565,Fail,Pass,Pass,Fail,10393
3566,Pass,Pass,Pass,Pass,10394
3567,Pass,Pass,Pass,Pass,10395
3568,Pass,Pass,Pass,Fail,10397
3569,Pass,Pass,Pass,Fail,10398
3570,Pass,Pass,Pass,Fail,10399
3571,Pass,Pass,Pass,Fail,10400
3572,Pass,Pass,Pass,Pass,10401
3573,Pass,Pass,Pass,Pass,10404
3574,Pass,Pass,Fail,Pass,10425
3575,Pass,Fail,Fail,Fail,10426
3576,Pass,Fail,Pass,Fail,10427
3577,Pass,Fail,Pass,Fail,10428
3578,Pass,Pass,Pass,Pass,10429
3579,Pass,Fail,Pass,Fail,10439
3580,Pass,Pass,Pass,Pass,10443
3581,Fail,Pass,Pass,Fail,10451
3582,Pass,Pass,Pass,Pass,10452
3583,Pass,Fail,Pass,Fail,10453
3584,Pass,Pass,Pass,Fail,10457
3585,Pass,Pass,Pass,Pass,10458
3586,Pass,Fail,Pass,Fail,10459
3587,Pass,Pass,Pass,Fail,10461
3588,Pass,Pass,Fail,Fail,10462
3589,Pass,Fail,Pass,Fail,10463
3590,Pass,Fail,Pass,Fail,10464
3591,Fail,Pass,Pass,Fail,10465
3592,Pass,Pass,Pass,Fail,10466
3593,Fail,Pass,Pass,Fail,10479
3594,Pass,Pass,Fail,Pass,10481
3595,Pass,Pass,Pass,Pass,10482
3596,Pass,Fail,Pass,Fail,10485
3597,Fail,Pass,Fail,Fail,10487
3598,Pass,Fail,Pass,Fail,10493
3599,Pass,Pass,Pass,Pass,10494
3600,Pass,Fail,Pass,Fail,10495
3601,Fail,Pass,Pass,Fail,10496
3602,Pass,Pass,Pass,Fail,10502
3603,Pass,Pass,Pass,Fail,10508
3604,Fail,Pass,Pass,Fail,10516
3605,Pass,Pass,Pass,Fail,10517
3606,Pass,Pass,Pass,Fail,10519
3607,Pass,Pass,Pass,Pass,10526
3608,Pass,Pass,Fail,Pass,10531
3609,Pass,Pass,Pass,Pass,10533
3610,Fail,Pass,Pass,Fail,10542
3611,Fail,Pass,Pass,Pass,10543
3612,Pass,Pass,Pass,Fail,10544
3613,Fail,Pass,Pass,Fail,10545
3614,Pass,Pass,Pass,Pass,10549
3615,Pass,Fail,Pass,Fail,10550
3616,Fail,Pass,Fail,Pass,10552
3617,Fail,Pass,Pass,Pass,10556
3618,Pass,Pass,Pass,Pass,10568
3619,Pass,Pass,Pass,Fail,10582
3620,Pass,Fail,Pass,Fail,10583
3621,Fail,Pass,Pass,Fail,10588
3622,Pass,Pass,Pass,Fail,10593
3623,Pass,Pass,Pass,Fail,10599
3624,Pass,Pass,Pass,Fail,10600
3625,Pass,Pass,Pass,Pass,10601
3626,Pass,Pass,Pass,Pass,10608
3627,Pass,Fail,Pass,Fail,10612
3628,Pass,Pass,Pass,Fail,10623
3629,Pass,Fail,Pass,Fail,10624
3630,Fail,Pass,Fail,Fail,10625
3631,Fail,Pass,Pass,Fail,10626
3632,Fail,Pass,Pass,Fail,10634
3633,Fail,Pass,Fail,Fail,10635
3634,Pass,Fail,Pass,Fail,10641
3635,Pass,Pass,Pass,Pass,10642
3636,Pass,Pass,Fail,Fail,10644
3637,Pass,Pass,Pass,Pass,10645
3638,Fail,Pass,Pass,Fail,10659
3639,Pass,Pass,Pass,Pass,10664
3640,Fail,Pass,Pass,Pass,10676
3641,Pass,Pass,Pass,Pass,10679
3642,Pass,Pass,Pass,Pass,10680
3643,Fail,Pass,Pass,Fail,10681
3644,Pass,Pass,Pass,Pass,10693
3645,Fail,Pass,Pass,Fail,10694
3646,Pass,Fail,Pass,Fail,10708
3647,Pass,Pass,Pass,Fail,10709
3648,Pass,Pass,Pass,Pass,10713
3649,Pass,Pass,Pass,Fail,10714
3650,Pass,Pass,Pass,Pass,10715
3651,Pass,Pass,Pass,Fail,10719
3652,Pass,Pass,Pass,Pass,10720
3653,Pass,Pass,Pass,Pass,10724
3654,Pass,Pass,Pass,Pass,10725
3655,Pass,Fail,Pass,Fail,10727
3656,Pass,Pass,Pass,Fail,10728
3657,Fail,Pass,Pass,Pass,10729
3658,Pass,Pass,Pass,Fail,10742
3659,Pass,Fail,Pass,Fail,10743
3660,Pass,Pass,Pass,Pass,10744
3661,Pass,Pass,Pass,Pass,10745
3662,Pass,Pass,Pass,Pass,10746
3663,Pass,Pass,Pass,Fail,10748
3664,Pass,Pass,Fail,Fail,10749
3665,Fail,Pass,Pass,Fail,10761
3666,Pass,Pass,Pass,Pass,10762
3667,Fail,Fail,Fail,Fail,10763
3668,Pass,Pass,Fail,Pass,10771
3669,Pass,Pass,Pass,Pass,10773
3670,Pass,Fail,Pass,Fail,10777
3671,Pass,Fail,Pass,Fail,10778
3672,Fail,Fail,Fail,Fail,10780
3673,Pass,Pass,Pass,Pass,10787
3674,Pass,Pass,Pass,Pass,10788
3675,Pass,Pass,Pass,Pass,10802
3676,Pass,Pass,Pass,Pass,10811
3677,Pass,Pass,Pass,Pass,10812
3678,Fail,Fail,Pass,Fail,10815
3679,Pass,Pass,Pass,Pass,10821
3680,Fail,Fail,Fail,Fail,10822
3681,Pass,Pass,Pass,Pass,10823
3682,Pass,Pass,Pass,Pass,10825
3683,Fail,Pass,Pass,Fail,10827
3684,Pass,Pass,Pass,Pass,10828
3685,Pass,Pass,Fail,Fail,10829
3686,Fail,Fail,Fail,Fail,10831
3687,Fail,Fail,Fail,Fail,10832
3688,Pass,Pass,Pass,Fail,10833
3689,Pass,Pass,Pass,Fail,10834
3690,Pass,Pass,Pass,Pass,10835
3691,Pass,Pass,Pass,Fail,10836
3692,Pass,Pass,Pass,Pass,10837
3693,Pass,Pass,Pass,Pass,10840
