,approach,count_id,time,type,volume
765,EB,27348,17.00,pm60,151
766,WB,27348,16.45,pm60,151
767,SB,27348,17.00,pm60,121
768,NB,26949,4.15,pm60,2023
769,EB,26949,5.00,pm60,61
770,WB,26949,4.45,pm60,28
771,SB,26949,3.15,pm60,1499
772,NB,26950,3.15,pm60,1148
773,EB,26950,4.00,pm60,46
774,WB,26950,2.00,pm60,0
775,SB,26950,3.30,pm60,1139
776,NB,26951,4.00,pm60,1105
777,EB,26951,4.45,pm60,1734
778,WB,26951,4.45,pm60,1750
779,SB,26951,3.30,pm60,1333
780,NB,26952,15.15,pm60,1008
781,EB,26952,16.00,pm60,1269
782,WB,26952,14.15,pm60,923
783,SB,26952,15.30,pm60,804
784,NB,26953,15.00,pm60,530
785,EB,26953,15.30,pm60,101
786,WB,26953,0.00,pm60,0
787,SB,26953,15.30,pm60,235
788,NB,26954,5.00,pm60,96
789,EB,26954,4.45,pm60,1420
790,WB,26954,4.30,pm60,1150
791,SB,26954,4.00,pm60,99
792,NB,26955,17.00,pm60,36
793,EB,26955,16.15,pm60,603
794,WB,26955,17.00,pm60,459
795,SB,26955,15.15,pm60,69
796,NB,27001,5.00,pm60,293
797,EB,27001,3.00,pm15,0
798,WB,27001,3.00,pm60,0
799,SB,27001,4.45,pm15,398
800,NB,27231,16.00,pm60,74
801,EB,27231,17.00,pm60,30
802,WB,27231,16.30,pm60,22
803,SB,27231,16.45,pm60,57
804,NB,27232,16.45,pm60,512
805,EB,27232,16.15,pm60,1467
806,WB,27232,17.00,pm60,1030
807,SB,27232,15.00,pm60,459
808,NB,27233,16.45,pm60,668
809,EB,27233,15.30,pm60,88
810,WB,27233,17.00,pm60,39
811,SB,27233,15.00,pm60,435
812,NB,27234,15.15,pm60,92
813,EB,27234,16.30,pm60,1912
814,WB,27234,16.45,pm60,1858
815,SB,27234,16.30,pm60,20
816,NB,27235,16.30,pm60,371
817,EB,27235,15.30,pm60,27
818,WB,27235,17.00,pm60,87
819,SB,27235,17.00,pm60,542
820,NB,27236,15.45,pm60,186
821,EB,27236,16.00,pm60,154
822,WB,27236,15.30,pm60,66
823,SB,27236,17.00,pm60,405
824,NB,27237,16.45,pm60,54
825,EB,27237,17.00,pm60,1083
826,WB,27237,17.00,pm60,883
827,SB,27237,0.00,pm60,0
828,NB,27238,14.30,pm60,534
829,EB,27238,15.15,pm60,22
830,WB,27238,15.15,pm60,27
831,SB,27238,16.00,pm60,526
832,NB,27239,17.00,pm60,60
833,EB,27239,17.00,pm60,1401
834,WB,27239,17.00,pm60,1069
835,SB,27239,0.00,pm60,0
836,NB,27240,15.00,pm60,84
837,EB,27240,15.15,pm60,454
838,WB,27240,16.45,pm60,582
839,SB,27240,17.00,pm60,31
840,NB,27243,16.30,pm60,50
841,EB,27243,17.00,pm60,271
842,WB,27243,16.45,pm60,412
843,SB,27243,15.00,pm60,28
844,NB,27244,15.30,pm60,845
845,EB,27244,17.00,pm60,76
846,WB,27244,15.45,pm60,38
847,SB,27244,16.30,pm60,1129
848,NB,27245,17.00,pm60,1290
849,EB,27245,17.00,pm60,26
850,WB,27245,15.45,pm60,56
851,SB,27245,16.00,pm60,1640
852,NB,27246,17.00,pm60,1286
853,EB,27246,15.00,pm60,47
854,WB,27246,16.45,pm60,49
855,SB,27246,16.00,pm60,1479
856,NB,27248,17.00,pm60,853
857,EB,27248,17.00,pm60,409
858,WB,27248,16.45,pm60,584
859,SB,27248,17.00,pm60,1010
860,NB,27249,15.00,pm60,34
861,EB,27249,16.00,pm60,829
862,WB,27249,17.00,pm60,917
863,SB,27249,17.00,pm60,58
864,NB,27251,0.00,pm60,0
865,EB,27251,17.00,pm60,416
866,WB,27251,15.45,pm60,207
867,SB,27251,16.00,pm60,39
868,NB,27253,17.00,pm60,1517
869,EB,27253,16.30,pm60,29
870,WB,27253,16.00,pm60,58
871,SB,27253,15.00,pm60,887
872,NB,27254,16.00,pm60,19
873,EB,27254,17.00,pm60,252
874,WB,27254,17.00,pm60,147
875,SB,27254,16.15,pm60,24
876,NB,27255,16.30,pm60,72
877,EB,27255,16.00,pm60,815
878,WB,27255,16.00,pm60,600
879,SB,27255,15.45,pm60,71
880,NB,27256,17.00,pm60,59
881,EB,27256,16.45,pm60,1603
882,WB,27256,17.00,pm60,1006
883,SB,27256,15.45,pm60,107
884,NB,27257,17.00,pm60,1778
885,EB,27257,16.45,pm60,1144
886,WB,27257,15.15,pm60,982
887,SB,27257,17.00,pm60,1189
888,NB,27258,15.15,pm60,1044
889,EB,27258,15.00,pm60,81
890,WB,27258,0.00,pm60,0
891,SB,27258,15.00,pm60,575
892,NB,27259,15.30,pm60,31
893,EB,27259,15.45,pm60,749
894,WB,27259,16.30,pm60,540
895,SB,27259,16.15,pm60,106
896,NB,27260,17.00,pm60,1281
897,EB,27260,15.00,pm60,16
898,WB,27260,17.00,pm60,111
899,SB,27260,16.45,pm60,1186
900,NB,27261,16.45,pm60,17
901,EB,27261,16.30,pm60,339
902,WB,27261,16.00,pm60,268
903,SB,27261,17.00,pm60,229
904,NB,13755,3.00,pm60,6
905,EB,13755,4.30,pm60,57
906,WB,13755,5.00,pm60,44
907,SB,13755,3.30,pm60,12
908,NB,13758,3.30,pm60,13
909,EB,13758,4.45,pm60,9
910,WB,13758,3.00,pm60,0
911,SB,13758,3.45,pm60,13
912,NB,13789,3.30,pm60,38
913,EB,13789,3.45,pm60,27
914,WB,13789,3.30,pm60,70
915,SB,13789,4.00,pm60,86
916,NB,14192,3.00,pm60,73
917,EB,14192,4.15,pm60,403
918,WB,14192,4.45,pm60,259
919,SB,14192,4.15,pm60,83
920,NB,13527,3.00,pm60,0
921,EB,13527,5.00,pm60,1098
922,WB,13527,3.00,pm60,700
923,SB,13527,5.00,pm60,58
924,NB,13692,3.00,pm60,32
925,EB,13692,4.30,pm60,547
926,WB,13692,5.00,pm60,454
927,SB,13692,3.00,pm60,0
928,NB,13727,5.00,pm60,179
929,EB,13727,4.45,pm60,306
930,WB,13727,4.45,pm60,364
931,SB,13727,4.30,pm60,160
932,NB,14011,4.30,pm60,23
933,EB,14011,5.00,pm60,1314
934,WB,14011,5.00,pm60,1543
935,SB,14011,5.00,pm60,85
936,NB,13619,17.00,pm60,1054
937,EB,13619,17.00,pm60,1629
938,WB,13619,15.00,pm60,1787
939,SB,13619,17.00,pm60,1428
940,NB,13667,5.00,pm60,426
941,EB,13667,5.00,pm60,341
942,WB,13667,5.00,pm60,643
943,SB,13667,5.00,pm60,427
944,NB,13685,4.45,pm60,27
945,EB,13685,5.00,pm60,1120
946,WB,13685,4.15,pm60,566
947,SB,13685,3.00,pm60,27
948,NB,13806,4.30,pm60,49
949,EB,13806,5.00,pm60,1180
950,WB,13806,3.45,pm60,782
951,SB,13806,5.00,pm60,41
952,NB,13865,4.00,pm60,902
953,EB,13865,3.30,pm60,43
954,WB,13865,2.15,pm60,44
955,SB,13865,3.00,pm60,383
956,NB,13952,5.00,pm60,1000
957,EB,13952,4.45,pm60,2343
958,WB,13952,5.00,pm60,2160
959,SB,13952,4.45,pm60,569
960,NB,14265,5.00,pm60,110
961,EB,14265,4.45,pm60,17
962,WB,14265,3.00,pm60,0
963,SB,14265,3.45,pm60,45
964,NB,14281,4.00,pm60,180
965,EB,14281,5.00,pm60,550
966,WB,14281,3.00,pm60,544
967,SB,14281,4.30,pm60,245
968,NB,13968,3.30,pm60,13
969,EB,13968,3.30,pm60,38
970,WB,13968,3.00,pm60,26
971,SB,13968,4.15,pm60,8
972,NB,13971,4.00,pm60,355
973,EB,13971,3.00,pm60,34
974,WB,13971,2.45,pm60,88
975,SB,13971,4.00,pm60,264
976,NB,14243,5.00,pm60,1380
977,EB,14243,3.00,pm15,0
978,WB,14243,5.00,pm60,71
979,SB,14243,3.15,pm15,466
980,NB,14280,4.45,pm60,28
981,EB,14280,5.00,pm60,516
982,WB,14280,3.30,pm60,362
983,SB,14280,3.00,pm60,0
984,NB,14291,2.00,pm60,0
985,EB,14291,4.00,pm60,552
986,WB,14291,4.00,pm60,971
987,SB,14291,2.30,pm60,94
988,NB,14310,3.45,pm60,483
989,EB,14310,4.15,pm60,39
990,WB,14310,5.00,pm60,45
991,SB,14310,5.00,pm60,1020
992,NB,14379,5.00,pm60,331
993,EB,14379,3.00,pm60,23
994,WB,14379,3.00,pm60,0
995,SB,14379,5.00,pm60,347
996,NB,14405,4.45,pm60,45
997,EB,14405,5.00,pm60,2020
998,WB,14405,5.00,pm60,1241
999,SB,14405,4.45,pm60,58
1000,NB,14293,5.00,pm60,1928
1001,EB,14293,4.00,pm60,0
1002,WB,14293,5.00,pm60,551
1003,SB,14293,4.30,pm60,1236
1004,NB,14452,5.45,pm60,1087
1005,EB,14452,6.00,pm60,265
1006,WB,14452,5.15,pm60,190
1007,SB,14452,4.15,pm60,868
1008,NB,14459,3.45,pm60,39
1009,EB,14459,5.00,pm60,479
1010,WB,14459,5.00,pm60,210
1011,SB,14459,5.00,pm60,88
1012,NB,14468,5.00,pm60,612
1013,EB,14468,3.15,pm60,776
1014,WB,14468,5.00,pm60,1684
1015,SB,14468,3.00,pm60,414
1016,NB,14470,4.00,pm60,85
1017,EB,14470,3.15,pm60,79
1018,WB,14470,3.30,pm60,72
1019,SB,14470,3.45,pm60,64
1020,NB,14481,3.45,pm60,30
1021,EB,14481,4.00,pm60,828
1022,WB,14481,4.00,pm60,930
1023,SB,14481,3.30,pm60,55
1024,NB,14514,5.00,pm60,166
1025,EB,14514,5.00,pm60,57
1026,WB,14514,5.00,pm60,141
1027,SB,14514,5.00,pm60,133
1028,NB,14569,5.00,pm60,19
1029,EB,14569,5.00,pm60,735
1030,WB,14569,5.00,pm60,1040
1031,SB,14569,5.00,pm60,46
1032,NB,14619,5.00,pm60,1447
1033,EB,14619,5.00,pm60,410
1034,WB,14619,5.00,pm60,1038
1035,SB,14619,5.00,pm60,797
1036,NB,14624,5.00,pm60,478
1037,EB,14624,4.15,pm60,38
1038,WB,14624,4.45,pm60,34
1039,SB,14624,4.45,pm60,432
1040,NB,14689,5.00,pm60,1167
1041,EB,14689,5.00,pm60,844
1042,WB,14689,5.00,pm60,1031
1043,SB,14689,3.15,pm60,954
1044,NB,14690,4.00,pm60,547
1045,EB,14690,3.30,pm60,127
1046,WB,14690,2.00,pm60,37
1047,SB,14690,3.45,pm60,431
1048,NB,14706,5.00,pm60,942
1049,EB,14706,5.00,pm60,68
1050,WB,14706,4.45,pm60,32
1051,SB,14706,5.00,pm60,728
1052,NB,14729,4.00,pm60,28
1053,EB,14729,5.00,pm60,49
1054,WB,14729,3.00,pm60,13
1055,SB,14729,4.15,pm60,44
1056,NB,14733,4.00,pm60,1308
1057,EB,14733,2.30,pm60,30
1058,WB,14733,2.15,pm60,91
1059,SB,14733,2.00,pm60,744
1060,NB,14735,3.15,pm60,1328
1061,EB,14735,2.45,pm60,145
1062,WB,14735,3.00,pm60,123
1063,SB,14735,2.45,pm60,956
1064,NB,14739,3.30,pm60,958
1065,EB,14739,3.15,pm60,24
1066,WB,14739,2.00,pm60,63
1067,SB,14739,4.00,pm60,896
1068,NB,14317,2.00,pm60,609
1069,EB,14317,2.00,pm60,33
1070,WB,14317,2.15,pm60,111
1071,SB,14317,4.00,pm60,1002
1072,NB,14318,3.00,pm60,596
1073,EB,14318,2.00,pm60,0
1074,WB,14318,2.00,pm60,28
1075,SB,14318,4.00,pm60,823
1076,NB,14663,5.00,pm60,782
1077,EB,14663,4.30,pm60,112
1078,WB,14663,3.00,pm60,0
1079,SB,14663,5.00,pm60,1361
1080,NB,14672,4.00,pm60,381
1081,EB,14672,4.00,pm60,344
1082,WB,14672,2.15,pm60,171
1083,SB,14672,2.45,pm60,243
1084,NB,14769,3.15,pm60,63
1085,EB,14769,2.45,pm60,407
1086,WB,14769,2.00,pm60,293
1087,SB,14769,2.00,pm60,35
1088,NB,14774,3.15,pm60,35
1089,EB,14774,3.00,pm60,638
1090,WB,14774,5.00,pm60,604
1091,SB,14774,4.30,pm60,26
1092,NB,14779,2.00,pm60,879
1093,EB,14779,2.15,pm60,1352
1094,WB,14779,3.45,pm60,959
1095,SB,14779,2.15,pm60,392
1096,NB,14809,2.00,pm60,0
1097,EB,14809,3.45,pm60,625
1098,WB,14809,4.00,pm60,428
1099,SB,14809,3.00,pm60,15
1100,NB,14472,3.45,pm60,14
1101,EB,14472,4.15,pm60,1048
1102,WB,14472,5.00,pm60,2198
1103,SB,14472,3.00,pm60,0
1104,NB,14473,3.45,pm60,14
1105,EB,14473,4.15,pm60,1048
1106,WB,14473,5.00,pm60,2198
1107,SB,14473,3.00,pm60,0
1108,NB,14474,4.00,pm60,56
1109,EB,14474,4.00,pm60,816
1110,WB,14474,2.00,pm60,1195
1111,SB,14474,2.00,pm60,36
1112,NB,14556,3.00,pm60,0
1113,EB,14556,5.00,pm60,373
1114,WB,14556,5.00,pm60,1474
1115,SB,14556,4.45,pm60,75
1116,NB,14564,5.00,pm60,1932
1117,EB,14564,5.00,pm60,911
1118,WB,14564,5.00,pm60,1308
1119,SB,14564,5.00,pm60,1152
1120,NB,14679,5.00,pm60,2716
1121,EB,14679,5.00,pm60,385
1122,WB,14679,4.30,pm60,17
1123,SB,14679,5.00,pm60,1
1124,NB,14876,3.00,pm60,0
1125,EB,14876,4.45,pm60,1927
1126,WB,14876,3.30,pm60,733
1127,SB,14876,3.00,pm60,19
1128,NB,14932,2.00,pm60,614
1129,EB,14932,2.00,pm60,0
1130,WB,14932,2.30,pm60,71
1131,SB,14932,4.00,pm60,844
1132,NB,14934,5.00,pm60,847
1133,EB,14934,3.30,pm60,33
1134,WB,14934,5.00,pm60,345
1135,SB,14934,3.45,pm60,714
1136,NB,15886,5.00,pm60,63
1137,EB,15886,3.00,pm60,1315
1138,WB,15886,5.00,pm60,1217
1139,SB,15886,3.00,pm60,27
1140,NB,15916,3.00,pm60,0
1141,EB,15916,5.00,pm60,1351
1142,WB,15916,5.00,pm60,848
1143,SB,15916,4.00,pm60,46
1144,NB,15925,3.30,pm60,412
1145,EB,15925,3.15,pm60,1980
1146,WB,15925,3.30,pm60,1624
1147,SB,15925,3.00,pm60,0
1148,NB,16007,3.45,pm60,1130
1149,EB,16007,2.45,pm60,218
1150,WB,16007,4.00,pm60,36
1151,SB,16007,2.45,pm60,807
1152,NB,16020,3.00,pm60,454
1153,EB,16020,2.15,pm60,39
1154,WB,16020,1.00,pm60,0
1155,SB,16020,3.00,pm60,536
1156,NB,16087,4.30,pm60,1791
1157,EB,16087,5.00,pm60,284
1158,WB,16087,5.00,pm60,342
1159,SB,16087,5.00,pm60,1322
1160,NB,16125,5.00,pm60,375
1161,EB,16125,3.00,pm60,0
1162,WB,16125,3.30,pm60,3
1163,SB,16125,5.00,pm60,216
1164,NB,16158,2.00,pm60,0
1165,EB,16158,2.00,pm60,0
1166,WB,16158,2.00,pm60,0
1167,SB,16158,2.00,pm60,0
1168,NB,16177,4.45,pm60,121
1169,EB,16177,3.00,pm60,0
1170,WB,16177,4.45,pm60,8
1171,SB,16177,4.30,pm60,81
1172,NB,15923,4.30,pm60,2326
1173,EB,15923,3.00,pm60,0
1174,WB,15923,3.00,pm60,766
1175,SB,15923,5.00,pm60,1948
1176,NB,16038,5.00,pm60,185
1177,EB,16038,5.00,pm60,948
1178,WB,16038,5.00,pm60,842
1179,SB,16038,4.15,pm60,20
1180,NB,16063,4.45,pm60,1842
1181,EB,16063,4.45,pm60,90
1182,WB,16063,5.00,pm60,113
1183,SB,16063,3.45,pm60,1691
1184,NB,16195,5.00,pm60,320
1185,EB,16195,5.00,pm60,2090
1186,WB,16195,3.00,pm60,1650
1187,SB,16195,3.00,pm60,119
1188,NB,16215,5.00,pm60,589
1189,EB,16215,4.30,pm60,23
1190,WB,16215,4.00,pm60,34
1191,SB,16215,3.00,pm60,295
1192,NB,16223,5.00,pm60,147
1193,EB,16223,4.30,pm60,6
1194,WB,16223,5.00,pm60,37
1195,SB,16223,4.45,pm60,56
1196,NB,16234,3.00,pm60,0
1197,EB,16234,3.00,pm60,0
1198,WB,16234,4.15,pm60,179
1199,SB,16234,3.00,pm60,0
1200,NB,16256,4.00,pm60,109
1201,EB,16256,4.00,pm60,54
1202,WB,16256,2.00,pm60,0
1203,SB,16256,2.00,pm60,24
1204,NB,16273,5.00,pm60,647
1205,EB,16273,4.30,pm60,3
1206,WB,16273,5.00,pm60,28
1207,SB,16273,3.30,pm60,947
1208,NB,16297,5.00,pm60,772
1209,EB,16297,4.30,pm60,182
1210,WB,16297,4.45,pm60,72
1211,SB,16297,3.45,pm60,657
1212,NB,15920,3.30,pm60,83
1213,EB,15920,4.00,pm60,2010
1214,WB,15920,4.00,pm60,1216
1215,SB,15920,2.00,pm60,16
1216,NB,16088,5.00,pm60,62
1217,EB,16088,4.00,pm60,1334
1218,WB,16088,5.00,pm60,1408
1219,SB,16088,4.15,pm60,37
1220,NB,16141,5.00,pm60,1002
1221,EB,16141,5.00,pm60,2028
1222,WB,16141,4.30,pm60,1750
1223,SB,16141,4.30,pm60,603
1224,NB,16167,2.15,pm60,512
1225,EB,16167,2.15,pm60,62
1226,WB,16167,2.30,pm60,58
1227,SB,16167,4.00,pm60,574
1228,NB,16272,5.00,pm60,35
1229,EB,16272,4.45,pm60,21
1230,WB,16272,3.00,pm60,0
1231,SB,16272,5.00,pm60,20
1232,NB,16341,4.15,pm60,8
1233,EB,16341,3.00,pm60,2
1234,WB,16341,3.00,pm60,0
1235,SB,16341,3.15,pm60,4
1236,NB,16485,3.30,pm60,454
1237,EB,16485,3.00,pm60,55
1238,WB,16485,2.45,pm60,16
1239,SB,16485,3.15,pm60,472
1240,NB,16487,2.30,pm60,522
1241,EB,16487,2.00,pm60,37
1242,WB,16487,3.45,pm60,24
1243,SB,16487,3.15,pm60,505
1244,NB,16498,3.15,pm60,800
1245,EB,16498,2.15,pm60,55
1246,WB,16498,3.30,pm60,58
1247,SB,16498,4.00,pm60,518
1248,NB,16246,5.00,pm60,1151
1249,EB,16246,4.45,pm60,17
1250,WB,16246,3.00,pm60,0
1251,SB,16246,4.00,pm60,729
1252,NB,16359,5.00,pm60,1623
1253,EB,16359,5.00,pm60,835
1254,WB,16359,5.00,pm60,867
1255,SB,16359,4.30,pm60,1796
1256,NB,16645,3.00,pm60,170
1257,EB,16645,2.30,pm60,70
1258,WB,16645,2.15,pm60,22
1259,SB,16645,4.00,pm60,125
1260,NB,16646,4.45,pm60,944
1261,EB,16646,5.00,pm60,55
1262,WB,16646,3.00,pm60,51
1263,SB,16646,5.00,pm60,906
1264,NB,16647,4.30,pm60,39
1265,EB,16647,3.15,pm60,103
1266,WB,16647,4.45,pm60,166
1267,SB,16647,4.45,pm60,145
1268,NB,16627,3.45,pm60,43
1269,EB,16627,3.45,pm60,1916
1270,WB,16627,4.00,pm60,1042
1271,SB,16627,3.15,pm60,38
1272,NB,16678,2.30,pm60,66
1273,EB,16678,2.30,pm60,108
1274,WB,16678,2.00,pm60,0
1275,SB,16678,2.30,pm60,90
1276,NB,16735,3.30,pm60,512
1277,EB,16735,2.00,pm60,0
1278,WB,16735,4.00,pm60,9
1279,SB,16735,2.00,pm60,337
1280,NB,16738,2.30,pm60,650
1281,EB,16738,4.00,pm60,74
1282,WB,16738,2.45,pm60,79
1283,SB,16738,3.00,pm60,1248
1284,NB,16762,3.00,pm60,0
1285,EB,16762,5.00,pm60,1295
1286,WB,16762,5.00,pm60,825
1287,SB,16762,3.45,pm60,9
1288,NB,16556,4.45,pm60,75
1289,EB,16556,3.45,pm60,64
1290,WB,16556,3.00,pm60,0
1291,SB,16556,5.00,pm60,85
1292,NB,16621,3.30,pm60,16
1293,EB,16621,5.00,pm60,62
1294,WB,16621,3.00,pm60,31
1295,SB,16621,3.30,pm60,22
1296,NB,16796,2.30,pm60,75
1297,EB,16796,4.00,pm60,243
1298,WB,16796,2.30,pm60,257
1299,SB,16796,2.15,pm60,15
1300,NB,16831,4.15,pm60,41
1301,EB,16831,3.15,pm60,1149
1302,WB,16831,5.00,pm60,1530
1303,SB,16831,3.00,pm60,20
1304,NB,16782,3.30,pm60,1757
1305,EB,16782,5.00,pm60,1523
1306,WB,16782,5.00,pm60,1492
1307,SB,16782,5.00,pm60,1415
1308,NB,16804,5.00,pm60,423
1309,EB,16804,4.45,pm60,1726
1310,WB,16804,4.45,pm60,693
1311,SB,16804,4.15,pm60,719
1312,NB,16827,2.45,pm60,225
1313,EB,16827,2.00,pm60,0
1314,WB,16827,2.45,pm60,22
1315,SB,16827,3.00,pm60,239
1316,NB,16873,2.00,pm60,0
1317,EB,16873,2.45,pm60,693
1318,WB,16873,4.00,pm60,898
1319,SB,16873,3.15,pm60,100
1320,NB,16937,5.00,pm60,891
1321,EB,16937,5.00,pm60,1208
1322,WB,16937,4.15,pm60,743
1323,SB,16937,5.00,pm60,994
1324,NB,16942,2.00,pm60,1371
1325,EB,16942,2.00,pm60,0
1326,WB,16942,2.00,pm60,70
1327,SB,16942,4.00,pm60,1821
1328,NB,17014,5.00,pm60,33
1329,EB,17014,5.00,pm60,244
1330,WB,17014,3.00,pm60,185
1331,SB,17014,3.00,pm60,24
1332,NB,23581,6.00,pm60,31
1333,EB,23581,4.00,pm60,1140
1334,WB,23581,5.45,pm60,1396
1335,SB,23581,5.00,pm60,31
1336,NB,23601,5.00,pm60,1707
1337,EB,23601,3.30,pm60,31
1338,WB,23601,4.15,pm60,27
1339,SB,23601,4.00,pm60,1718
1340,NB,23633,3.00,pm60,47
1341,EB,23633,4.00,pm60,731
1342,WB,23633,4.00,pm60,713
1343,SB,23633,2.30,pm60,35
1344,NB,23637,5.00,pm60,125
1345,EB,23637,3.45,pm60,63
1346,WB,23637,5.00,pm60,56
1347,SB,23637,3.00,pm60,66
1348,NB,23645,4.45,pm60,362
1349,EB,23645,5.00,pm60,90
1350,WB,23645,5.00,pm60,63
1351,SB,23645,4.30,pm60,406
1352,NB,23674,4.45,pm60,67
1353,EB,23674,4.45,pm60,1531
1354,WB,23674,4.00,pm60,1326
1355,SB,23674,3.00,pm60,82
1356,NB,23707,2.30,pm60,86
1357,EB,23707,3.15,pm60,310
1358,WB,23707,4.00,pm60,215
1359,SB,23707,2.00,pm60,0
1360,NB,23709,5.00,pm60,1191
1361,EB,23709,5.00,pm60,1260
1362,WB,23709,5.00,pm60,906
1363,SB,23709,5.00,pm60,1164
1364,NB,23788,5.00,pm60,614
1365,EB,23788,5.00,pm60,100
1366,WB,23788,5.00,pm60,65
1367,SB,23788,4.00,pm60,640
1368,NB,23793,5.45,pm60,2013
1369,EB,23793,4.00,pm60,0
1370,WB,23793,4.00,pm60,0
1371,SB,23793,5.00,pm60,1942
1372,NB,23848,2.15,pm60,368
1373,EB,23848,2.15,pm60,26
1374,WB,23848,3.15,pm60,28
1375,SB,23848,4.00,pm60,386
1376,NB,23873,5.00,pm60,2589
1377,EB,23873,5.00,pm60,65
1378,WB,23873,3.00,pm60,0
1379,SB,23873,4.30,pm60,1226
1380,NB,24004,4.30,pm60,22
1381,EB,24004,3.45,pm60,16
1382,WB,24004,3.00,pm60,0
1383,SB,24004,5.00,pm60,29
1384,NB,24006,5.00,pm60,74
1385,EB,24006,4.45,pm60,2977
1386,WB,24006,5.00,pm60,2113
1387,SB,24006,5.00,pm60,5
1388,NB,24048,3.00,pm60,334
1389,EB,24048,3.15,pm60,65
1390,WB,24048,2.30,pm60,109
1391,SB,24048,3.00,pm60,285
1392,NB,24070,3.45,pm60,80
1393,EB,24070,4.45,pm60,32
1394,WB,24070,3.00,pm60,32
1395,SB,24070,3.00,pm60,79
1396,NB,24095,3.15,pm60,107
1397,EB,24095,5.00,pm60,906
1398,WB,24095,5.00,pm60,617
1399,SB,24095,4.30,pm60,26
1400,NB,24098,5.00,pm60,29
1401,EB,24098,4.30,pm60,1819
1402,WB,24098,5.00,pm60,851
1403,SB,24098,3.15,pm60,28
1404,NB,24101,4.15,pm60,33
1405,EB,24101,4.30,pm60,19
1406,WB,24101,4.45,pm60,13
1407,SB,24101,5.00,pm60,16
1408,NB,24115,3.00,pm60,911
1409,EB,24115,4.15,pm60,2788
1410,WB,24115,5.00,pm60,2713
1411,SB,24115,3.00,pm60,1444
1412,NB,24129,4.45,pm60,70
1413,EB,24129,5.00,pm60,2334
1414,WB,24129,5.00,pm60,1730
1415,SB,24129,5.00,pm60,76
1416,NB,24153,4.45,pm60,388
1417,EB,24153,5.00,pm60,74
1418,WB,24153,3.15,pm60,76
1419,SB,24153,3.00,pm60,631
1420,NB,24165,5.00,pm60,33
1421,EB,24165,4.30,pm60,1004
1422,WB,24165,5.00,pm60,862
1423,SB,24165,3.45,pm60,20
1424,NB,24039,3.15,pm60,313
1425,EB,24039,3.15,pm60,217
1426,WB,24039,3.00,pm60,96
1427,SB,24039,3.00,pm60,237
1428,NB,24074,4.15,pm60,208
1429,EB,24074,3.45,pm60,90
1430,WB,24074,5.00,pm60,106
1431,SB,24074,3.30,pm60,125
1432,NB,24097,3.15,pm60,19
1433,EB,24097,3.15,pm60,949
1434,WB,24097,5.00,pm60,584
1435,SB,24097,4.00,pm60,15
1436,NB,24158,3.30,pm60,492
1437,EB,24158,3.45,pm60,20
1438,WB,24158,3.00,pm60,48
1439,SB,24158,3.45,pm60,634
1440,NB,24171,3.30,pm60,100
1441,EB,24171,4.00,pm60,1371
1442,WB,24171,4.00,pm60,780
1443,SB,24171,4.00,pm60,68
1444,NB,23646,4.00,pm60,511
1445,EB,23646,2.45,pm60,54
1446,WB,23646,4.00,pm60,64
1447,SB,23646,3.00,pm60,264
1448,NB,23914,3.00,pm60,601
1449,EB,23914,5.00,pm60,83
1450,WB,23914,4.30,pm60,159
1451,SB,23914,4.45,pm60,408
1452,NB,23916,4.45,pm60,589
1453,EB,23916,4.45,pm60,221
1454,WB,23916,4.45,pm60,398
1455,SB,23916,4.15,pm60,467
1456,NB,23927,2.00,pm60,0
1457,EB,23927,3.30,pm60,522
1458,WB,23927,4.00,pm60,797
1459,SB,23927,2.30,pm60,58
1460,NB,23949,4.30,pm60,697
1461,EB,23949,5.00,pm60,1284
1462,WB,23949,5.00,pm60,1105
1463,SB,23949,5.00,pm60,328
1464,NB,23958,4.15,pm60,28
1465,EB,23958,4.45,pm60,1176
1466,WB,23958,5.00,pm60,1047
1467,SB,23958,4.45,pm60,29
1468,NB,23973,3.45,pm60,39
1469,EB,23973,5.00,pm60,1688
1470,WB,23973,5.00,pm60,1407
1471,SB,23973,5.00,pm60,31
1472,NB,21076,3.45,pm60,38
1473,EB,21076,3.30,pm60,58
1474,WB,21076,4.30,pm60,57
1475,SB,21076,4.30,pm60,35
1476,NB,21169,3.00,pm60,16
1477,EB,21169,3.00,pm60,0
1478,WB,21169,3.30,pm60,10
1479,SB,21169,4.00,pm60,33
1480,NB,21183,5.00,pm60,2126
1481,EB,21183,5.00,pm60,86
1482,WB,21183,3.30,pm60,129
1483,SB,21183,5.00,pm60,1508
1484,NB,21184,3.45,pm60,539
1485,EB,21184,3.15,pm60,9
1486,WB,21184,3.00,pm60,10
1487,SB,21184,2.30,pm60,390
1488,NB,21198,5.00,pm60,742
1489,EB,21198,4.00,pm60,97
1490,WB,21198,3.00,pm60,0
1491,SB,21198,4.45,pm60,678
1492,NB,21202,5.00,pm60,759
1493,EB,21202,4.30,pm60,5
1494,WB,21202,5.00,pm60,45
1495,SB,21202,5.00,pm60,348
1496,NB,21207,3.00,pm60,59
1497,EB,21207,3.15,pm60,60
1498,WB,21207,4.45,pm60,61
1499,SB,21207,4.15,pm60,46
1500,NB,21218,4.00,pm60,901
1501,EB,21218,4.00,pm60,31
1502,WB,21218,3.00,pm60,25
1503,SB,21218,3.15,pm60,808
1504,NB,21080,3.15,pm60,177
