,approach,count_id,time,type,volume
4399,SB,24612,17.00,pm60,1531
4400,NB,24866,4.30,pm60,1627
4401,EB,24866,3.00,pm60,0
4402,WB,24866,3.00,pm60,0
4403,SB,24866,4.30,pm60,45
4404,NB,24614,16.30,pm60,780
4405,EB,24614,17.00,pm60,998
4406,WB,24614,17.00,pm60,918
4407,SB,24614,17.00,pm60,1016
4408,NB,24615,16.30,pm60,299
4409,EB,24615,16.45,pm60,249
4410,WB,24615,16.45,pm60,76
4411,SB,24615,15.00,pm60,146
4412,NB,24616,16.45,pm60,950
4413,EB,24616,16.30,pm60,35
4414,WB,24616,16.00,pm60,48
4415,SB,24616,16.30,pm60,905
4416,NB,24617,16.00,pm60,1271
4417,EB,24617,15.00,pm60,79
4418,WB,24617,0.00,pm60,0
4419,SB,24617,16.15,pm60,644
4420,NB,24618,17.00,pm60,1626
4421,EB,24618,7.45,pm60,719
4422,WB,24618,16.45,pm60,841
4423,SB,24618,16.30,pm60,765
4424,NB,24734,16.45,pm60,657
4425,EB,24734,15.30,pm60,82
4426,WB,24734,16.45,pm60,38
4427,SB,24734,17.00,pm60,633
4428,NB,24735,17.00,pm60,885
4429,EB,24735,7.30,pm60,650
4430,WB,24735,16.45,pm60,929
4431,SB,24735,17.00,pm60,1180
4432,NB,24736,15.15,pm60,411
4433,EB,24736,15.30,pm60,30
4434,WB,24736,15.15,pm60,33
4435,SB,24736,17.00,pm60,907
4436,NB,24737,2.00,pm60,0
4437,EB,24737,3.00,pm15,1
4438,WB,24737,2.00,pm60,0
4439,SB,24737,2.00,pm15,0
4440,NB,24786,4.30,pm60,1148
4441,EB,24786,3.45,pm60,1129
4442,WB,24786,4.15,pm60,1112
4443,SB,24786,4.45,pm60,1072
4444,NB,24788,2.15,pm60,36
4445,EB,24788,3.00,pm60,627
4446,WB,24788,4.00,pm60,464
4447,SB,24788,2.15,pm60,54
4448,NB,24806,16.00,pm60,30
4449,EB,24806,17.00,pm60,1381
4450,WB,24806,16.30,pm60,1165
4451,SB,24806,16.15,pm60,69
4452,NB,24816,16.00,pm60,220
4453,EB,24816,17.00,pm60,19
4454,WB,24816,17.00,pm60,32
4455,SB,24816,17.00,pm60,245
4456,NB,24829,3.15,pm60,97
4457,EB,24829,5.00,pm60,1975
4458,WB,24829,5.00,pm60,2081
4459,SB,24829,3.00,pm60,29
4460,NB,26003,5.00,pm60,841
4461,EB,26003,4.30,pm60,741
4462,WB,26003,3.15,pm60,1025
4463,SB,26003,5.00,pm60,1241
4464,NB,24833,16.00,pm60,30
4465,EB,24833,17.00,pm60,1381
4466,WB,24833,16.30,pm60,1165
4467,SB,24833,16.15,pm60,69
4468,NB,26014,0.00,pm60,0
4469,EB,26014,0.00,pm60,0
4470,WB,26014,0.00,pm60,0
4471,SB,26014,0.00,pm60,0
4472,NB,24837,3.15,pm60,151
4473,EB,24837,5.00,pm60,1845
4474,WB,24837,5.00,pm60,2172
4475,SB,24837,3.00,pm60,0
4476,NB,24963,3.00,pm60,0
4477,EB,24963,3.00,pm60,0
4478,WB,24963,3.00,pm60,0
4479,SB,24963,3.00,pm60,0
4480,NB,24964,3.00,pm60,0
4481,EB,24964,3.00,pm60,0
4482,WB,24964,3.00,pm60,0
4483,SB,24964,3.00,pm60,0
4484,NB,25030,4.45,pm60,1800
4485,EB,25030,4.45,pm60,2192
4486,WB,25030,3.45,pm60,2311
4487,SB,25030,5.00,pm60,977
4488,NB,24867,3.00,pm60,0
4489,EB,24867,4.45,pm60,518
4490,WB,24867,4.45,pm60,101
4491,SB,24867,3.00,pm60,0
4492,NB,24868,17.00,pm60,128
4493,EB,24868,17.00,pm60,233
4494,WB,24868,17.00,pm60,162
4495,SB,24868,17.00,pm60,84
4496,NB,24877,2.45,pm60,59
4497,EB,24877,4.00,pm60,1058
4498,WB,24877,4.00,pm60,845
4499,SB,24877,3.00,pm60,46
4500,NB,24922,5.00,pm60,427
4501,EB,24922,4.30,pm60,55
4502,WB,24922,4.15,pm60,43
4503,SB,24922,5.00,pm60,179
4504,NB,24923,3.00,pm60,6
4505,EB,24923,4.15,pm60,671
4506,WB,24923,5.00,pm60,373
4507,SB,24923,5.00,pm60,454
4508,NB,25116,17.00,pm60,30
4509,EB,25116,16.15,pm60,1271
4510,WB,25116,17.00,pm60,1169
4511,SB,25116,15.45,pm60,32
4512,NB,25117,15.15,pm60,99
4513,EB,25117,16.15,pm60,1299
4514,WB,25117,17.00,pm60,1310
4515,SB,25117,0.00,pm60,0
4516,NB,25118,17.00,pm60,421
4517,EB,25118,15.30,pm60,1
4518,WB,25118,16.45,pm60,123
4519,SB,25118,15.15,pm60,127
4520,NB,25119,16.30,pm60,959
4521,EB,25119,0.00,pm60,0
4522,WB,25119,15.00,pm60,65
4523,SB,25119,15.00,pm60,628
4524,NB,25120,15.45,pm60,30
4525,EB,25120,15.45,pm60,1272
4526,WB,25120,17.00,pm60,1145
4527,SB,25120,17.00,pm60,46
4528,NB,25121,17.00,pm60,139
4529,EB,25121,17.00,pm60,527
4530,WB,25121,17.00,pm60,474
4531,SB,25121,17.00,pm60,122
4532,NB,25122,17.00,pm60,1164
4533,EB,25122,16.00,pm60,526
4534,WB,25122,16.45,pm60,632
4535,SB,25122,0.00,pm60,0
4536,NB,25123,17.00,pm60,442
4537,EB,25123,15.00,pm60,44
4538,WB,25123,15.00,pm60,1
4539,SB,25123,16.15,pm60,296
4540,NB,25124,16.45,pm60,483
4541,EB,25124,15.45,pm60,1268
4542,WB,25124,16.00,pm60,1032
4543,SB,25124,17.00,pm60,621
4544,NB,25125,16.30,pm60,188
4545,EB,25125,17.00,pm60,1576
4546,WB,25125,17.00,pm60,1270
4547,SB,25125,0.00,pm60,0
4548,NB,25126,16.15,pm60,9
4549,EB,25126,16.45,pm60,1050
4550,WB,25126,17.00,pm60,1212
4551,SB,25126,17.00,pm60,106
4552,NB,25127,17.00,pm60,286
4553,EB,25127,15.15,pm60,131
4554,WB,25127,15.45,pm60,2
4555,SB,25127,16.45,pm60,232
4556,NB,25128,16.30,pm60,989
4557,EB,25128,16.15,pm60,1108
4558,WB,25128,17.00,pm60,1200
4559,SB,25128,16.30,pm60,522
4560,NB,25129,0.00,pm60,0
4561,EB,25129,16.00,pm60,1129
4562,WB,25129,17.00,pm60,533
4563,SB,25129,17.00,pm60,881
4564,NB,25131,16.30,pm60,531
4565,EB,25131,17.00,pm60,1224
4566,WB,25131,17.00,pm60,956
4567,SB,25131,16.00,pm60,588
4568,NB,25132,16.30,pm60,618
4569,EB,25132,16.15,pm60,1073
4570,WB,25132,0.00,pm60,0
4571,SB,25132,17.00,pm60,530
4572,NB,25133,16.15,pm60,1341
4573,EB,25133,0.00,pm60,0
4574,WB,25133,0.00,pm60,0
4575,SB,25133,17.00,pm60,794
4576,NB,25134,16.30,pm60,2
4577,EB,25134,15.00,pm60,359
4578,WB,25134,16.15,pm60,545
4579,SB,25134,16.00,pm60,214
4580,NB,25135,16.30,pm60,691
4581,EB,25135,16.45,pm60,248
4582,WB,25135,16.30,pm60,487
4583,SB,25135,0.00,pm60,0
4584,NB,25136,4.15,pm60,774
4585,EB,25136,5.00,pm60,849
4586,WB,25136,4.45,pm60,831
4587,SB,25136,5.00,pm60,1017
4588,NB,25137,4.45,pm60,1672
4589,EB,25137,5.00,pm60,1326
4590,WB,25137,3.00,pm60,874
4591,SB,25137,5.00,pm60,1270
4592,NB,25138,16.15,pm60,520
4593,EB,25138,16.30,pm60,64
4594,WB,25138,16.15,pm60,61
4595,SB,25138,17.00,pm60,739
4596,NB,25145,16.00,pm60,92
4597,EB,25145,15.45,pm60,1346
4598,WB,25145,16.00,pm60,1017
4599,SB,25145,14.30,pm60,34
4600,NB,24886,4.00,pm60,588
4601,EB,24886,2.00,pm60,45
4602,WB,24886,2.00,pm60,32
4603,SB,24886,4.00,pm60,281
4604,NB,24932,2.00,pm60,29
4605,EB,24932,3.45,pm60,928
4606,WB,24932,3.15,pm60,546
4607,SB,24932,3.00,pm60,92
4608,NB,26405,4.30,pm60,1257
4609,EB,26405,5.00,pm60,944
4610,WB,26405,5.00,pm60,838
4611,SB,26405,5.00,pm60,699
4612,NB,26406,3.00,pm60,0
4613,EB,26406,5.00,pm60,2288
4614,WB,26406,3.00,pm60,1183
4615,SB,26406,5.00,pm60,18
4616,NB,24962,16.15,pm60,381
4617,EB,24962,17.00,pm60,1497
4618,WB,24962,17.00,pm60,1775
4619,SB,24962,17.00,pm60,71
4620,NB,25012,5.00,pm60,1648
4621,EB,25012,5.00,pm60,1639
4622,WB,25012,5.00,pm60,1523
4623,SB,25012,5.00,pm60,1194
4624,NB,25091,16.30,pm60,7
4625,EB,25091,16.15,pm60,397
4626,WB,25091,16.45,pm60,526
4627,SB,25091,17.00,pm60,151
4628,NB,25092,17.00,pm60,30
4629,EB,25092,15.15,pm60,1885
4630,WB,25092,16.45,pm60,1706
4631,SB,25092,0.00,pm60,0
4632,NB,25093,15.00,pm60,21
4633,EB,25093,16.45,pm60,979
4634,WB,25093,16.45,pm60,1171
4635,SB,25093,15.00,pm60,119
4636,NB,25099,17.00,pm60,71
4637,EB,25099,16.30,pm60,14
4638,WB,25099,16.00,pm60,15
4639,SB,25099,16.30,pm60,16
4640,NB,25146,0.00,pm60,0
4641,EB,25146,14.45,pm60,524
4642,WB,25146,14.45,pm60,654
4643,SB,25146,14.30,pm60,120
4644,NB,25147,15.00,pm60,1160
4645,EB,25147,15.00,pm60,140
4646,WB,25147,14.00,pm60,18
4647,SB,25147,14.00,pm60,993
4648,NB,25148,15.15,pm60,963
4649,EB,25148,0.00,pm60,0
4650,WB,25148,14.30,pm60,78
4651,SB,25148,15.15,pm60,506
4652,NB,25149,16.00,pm60,973
4653,EB,25149,0.00,pm60,0
4654,WB,25149,16.00,pm60,56
4655,SB,25149,15.00,pm60,1026
4656,NB,25150,16.00,pm60,2009
4657,EB,25150,0.00,pm60,0
4658,WB,25150,14.15,pm60,126
4659,SB,25150,15.00,pm60,1288
4660,NB,25151,16.00,pm60,79
4661,EB,25151,16.00,pm60,1101
4662,WB,25151,14.30,pm60,789
4663,SB,25151,16.00,pm60,18
4664,NB,25152,0.00,pm60,0
4665,EB,25152,15.30,pm60,1336
4666,WB,25152,16.00,pm60,1130
4667,SB,25152,16.00,pm60,17
4668,NB,25153,16.00,pm60,31
4669,EB,25153,16.00,pm60,693
4670,WB,25153,16.00,pm60,622
4671,SB,25153,14.30,pm60,113
4672,NB,24965,3.00,pm60,0
4673,EB,24965,3.00,pm60,0
4674,WB,24965,3.00,pm60,0
4675,SB,24965,3.00,pm60,0
4676,NB,25100,16.30,pm60,1034
4677,EB,25100,15.30,pm60,20
4678,WB,25100,15.45,pm60,140
4679,SB,25100,16.00,pm60,806
4680,NB,25219,15.45,pm60,56
4681,EB,25219,17.00,pm60,915
4682,WB,25219,16.30,pm60,671
4683,SB,25219,15.00,pm60,67
4684,NB,25229,15.00,pm60,907
4685,EB,25229,17.00,pm60,121
4686,WB,25229,16.00,pm60,32
4687,SB,25229,16.15,pm60,870
4688,NB,25416,3.00,pm60,785
4689,EB,25416,4.45,pm60,502
4690,WB,25416,5.00,pm60,497
4691,SB,25416,5.00,pm60,860
4692,NB,25082,4.30,pm60,2091
4693,EB,25082,5.00,pm60,644
4694,WB,25082,4.45,pm60,464
4695,SB,25082,5.30,pm60,2017
4696,NB,25102,16.30,pm60,861
4697,EB,25102,15.00,pm60,27
4698,WB,25102,15.45,pm60,22
4699,SB,25102,16.45,pm60,1064
4700,NB,25992,4.30,pm60,349
4701,EB,25992,3.45,pm60,1690
4702,WB,25992,5.00,pm60,1657
4703,SB,25992,4.45,pm60,936
4704,NB,25833,17.00,pm60,828
4705,EB,25833,16.45,pm60,643
4706,WB,25833,15.15,pm60,249
4707,SB,25833,17.00,pm60,434
4708,NB,25157,15.00,pm60,706
4709,EB,25157,16.45,pm60,1063
4710,WB,25157,17.00,pm60,697
4711,SB,25157,17.00,pm60,2016
4712,NB,25156,17.00,pm60,821
4713,EB,25156,17.00,pm60,454
4714,WB,25156,16.45,pm60,112
4715,SB,25156,15.00,pm60,689
4716,NB,25158,17.00,pm60,972
4717,EB,25158,16.45,pm60,603
4718,WB,25158,17.00,pm60,143
4719,SB,25158,16.30,pm60,866
4720,NB,25163,15.00,pm60,584
4721,EB,25163,15.00,pm60,1246
4722,WB,25163,17.00,pm60,1417
4723,SB,25163,17.00,pm60,807
4724,NB,25166,17.00,pm60,1638
4725,EB,25166,0.00,pm60,0
4726,WB,25166,17.00,pm60,683
4727,SB,25166,16.45,pm60,2082
4728,NB,25169,15.00,pm60,1068
4729,EB,25169,16.30,pm60,517
4730,WB,25169,17.00,pm60,105
4731,SB,25169,16.45,pm60,1368
4732,NB,25171,15.00,pm60,1341
4733,EB,25171,15.45,pm60,739
4734,WB,25171,15.00,pm60,538
4735,SB,25171,16.00,pm60,1855
4736,NB,25172,17.00,pm60,342
4737,EB,25172,17.00,pm60,1455
4738,WB,25172,17.00,pm60,1433
4739,SB,25172,0.00,pm60,0
4740,NB,25173,17.00,pm60,208
4741,EB,25173,15.00,pm60,1168
4742,WB,25173,17.00,pm60,1916
4743,SB,25173,15.15,pm60,159
4744,NB,25174,15.00,pm60,189
4745,EB,25174,15.15,pm60,2135
4746,WB,25174,17.00,pm60,2566
4747,SB,25174,16.45,pm60,296
4748,NB,25184,17.00,pm60,266
4749,EB,25184,15.00,pm60,1060
4750,WB,25184,17.00,pm60,2033
4751,SB,25184,16.45,pm60,550
4752,NB,25188,16.45,pm60,1152
4753,EB,25188,15.00,pm60,1664
4754,WB,25188,17.00,pm60,2655
4755,SB,25188,16.30,pm60,960
4756,NB,25189,17.00,pm60,1462
4757,EB,25189,15.00,pm60,1244
4758,WB,25189,15.00,pm60,1258
4759,SB,25189,16.15,pm60,1058
4760,NB,25190,16.45,pm60,1116
4761,EB,25190,17.00,pm60,1912
4762,WB,25190,16.30,pm60,1562
4763,SB,25190,17.00,pm60,1146
4764,NB,25197,15.30,pm60,1036
4765,EB,25197,16.45,pm60,297
4766,WB,25197,16.45,pm60,164
4767,SB,25197,16.15,pm60,947
4768,NB,25199,15.00,pm60,229
4769,EB,25199,15.30,pm60,617
4770,WB,25199,17.00,pm60,626
4771,SB,25199,16.15,pm60,78
4772,NB,25606,4.00,pm60,444
4773,EB,25606,2.15,pm60,19
4774,WB,25606,2.45,pm60,24
4775,SB,25606,4.00,pm60,254
4776,NB,15641,3.00,pm60,0
4777,EB,15641,4.45,pm60,945
4778,WB,15641,3.15,pm60,554
4779,SB,15641,4.00,pm60,4
4780,NB,15672,4.30,pm60,306
4781,EB,15672,5.00,pm60,583
4782,WB,15672,3.00,pm60,239
4783,SB,15672,5.00,pm60,268
4784,NB,15882,4.45,pm60,37
4785,EB,15882,3.30,pm60,80
4786,WB,15882,4.00,pm60,52
4787,SB,15882,3.00,pm60,11
4788,NB,15883,4.00,pm60,1100
4789,EB,15883,2.00,pm60,19
4790,WB,15883,4.00,pm60,85
4791,SB,15883,2.00,pm60,610
4792,NB,15914,5.00,pm60,98
4793,EB,15914,3.00,pm60,0
4794,WB,15914,4.15,pm60,34
4795,SB,15914,5.00,pm60,135
4796,NB,15924,4.30,pm60,1650
4797,EB,15924,4.15,pm60,1349
4798,WB,15924,3.00,pm60,0
4799,SB,15924,4.45,pm60,2061
4800,NB,16008,4.00,pm60,876
4801,EB,16008,2.45,pm60,31
4802,WB,16008,3.45,pm60,35
4803,SB,16008,2.00,pm60,614
4804,NB,16135,2.15,pm60,91
4805,EB,16135,2.00,pm60,1234
4806,WB,16135,3.15,pm60,1659
4807,SB,16135,2.00,pm60,0
4808,NB,25210,16.30,pm60,108
4809,EB,25210,16.45,pm60,1039
4810,WB,25210,17.00,pm60,1072
4811,SB,25210,15.15,pm60,30
4812,NB,25211,16.00,pm60,1321
4813,EB,25211,15.15,pm60,81
4814,WB,25211,14.00,pm60,33
4815,SB,25211,16.00,pm60,1146
4816,NB,25212,17.00,pm60,108
4817,EB,25212,17.00,pm60,1738
4818,WB,25212,16.45,pm60,1362
4819,SB,25212,17.00,pm60,232
4820,NB,25213,17.00,pm60,1152
4821,EB,25213,15.00,pm60,766
4822,WB,25213,15.00,pm60,456
4823,SB,25213,16.45,pm60,1893
4824,NB,25214,16.45,pm60,1221
4825,EB,25214,16.00,pm60,16
4826,WB,25214,15.00,pm60,11
4827,SB,25214,16.45,pm60,661
4828,NB,25215,16.15,pm60,1795
4829,EB,25215,15.15,pm60,18
4830,WB,25215,17.00,pm60,57
4831,SB,25215,17.00,pm60,1557
4832,NB,25216,16.45,pm60,81
4833,EB,25216,16.30,pm60,126
4834,WB,25216,17.00,pm60,137
4835,SB,25216,0.00,pm60,0
4836,NB,25217,17.00,pm60,778
4837,EB,25217,16.30,pm60,112
4838,WB,25217,15.00,pm60,58
4839,SB,25217,16.30,pm60,574
4840,NB,25218,14.00,pm60,8
4841,EB,25218,15.00,pm60,982
4842,WB,25218,14.45,pm60,880
4843,SB,25218,14.30,pm60,31
4844,NB,25220,17.00,pm60,118
4845,EB,25220,17.00,pm60,390
4846,WB,25220,16.15,pm60,545
4847,SB,25220,0.00,pm60,0
4848,NB,25221,17.00,pm60,610
4849,EB,25221,16.30,pm60,61
4850,WB,25221,15.15,pm60,24
4851,SB,25221,17.00,pm60,743
4852,NB,25222,15.45,pm60,555
4853,EB,25222,16.00,pm60,91
4854,WB,25222,15.15,pm60,35
4855,SB,25222,15.00,pm60,616
4856,NB,25223,15.15,pm60,1273
4857,EB,25223,16.30,pm60,211
4858,WB,25223,16.45,pm60,74
4859,SB,25223,15.45,pm60,1293
4860,NB,25224,16.00,pm60,1116
4861,EB,25224,15.45,pm60,49
4862,WB,25224,16.00,pm60,97
4863,SB,25224,16.00,pm60,1122
4864,NB,25225,16.15,pm60,26
4865,EB,25225,16.30,pm60,1046
4866,WB,25225,16.45,pm60,732
4867,SB,25225,0.00,pm60,0
4868,NB,25226,17.00,pm60,1231
4869,EB,25226,16.15,pm60,9
4870,WB,25226,17.00,pm60,11
4871,SB,25226,16.15,pm60,1247
4872,NB,25227,14.00,pm60,37
4873,EB,25227,16.00,pm60,1319
4874,WB,25227,16.00,pm60,657
4875,SB,25227,15.15,pm60,76
4876,NB,25228,17.00,pm60,25
4877,EB,25228,15.30,pm60,1763
4878,WB,25228,16.45,pm60,1156
4879,SB,25228,17.00,pm60,108
4880,NB,25230,16.30,pm60,27
4881,EB,25230,15.15,pm60,1257
4882,WB,25230,16.00,pm60,897
4883,SB,25230,15.15,pm60,30
4884,NB,25231,15.15,pm60,594
4885,EB,25231,16.15,pm60,1388
4886,WB,25231,16.45,pm60,896
4887,SB,25231,17.00,pm60,944
4888,NB,25232,16.00,pm60,918
4889,EB,25232,16.00,pm60,31
4890,WB,25232,14.00,pm60,42
4891,SB,25232,15.45,pm60,1198
4892,NB,25233,16.45,pm60,35
4893,EB,25233,17.00,pm60,500
4894,WB,25233,15.00,pm60,376
4895,SB,25233,15.15,pm60,28
4896,NB,25234,16.30,pm60,1103
4897,EB,25234,16.30,pm60,83
4898,WB,25234,0.00,pm60,0
4899,SB,25234,15.45,pm60,1303
4900,NB,25236,16.15,pm60,791
4901,EB,25236,16.00,pm60,10
4902,WB,25236,15.00,pm60,21
4903,SB,25236,16.15,pm60,919
4904,NB,25237,17.00,pm60,924
4905,EB,25237,15.00,pm60,25
4906,WB,25237,16.30,pm60,31
4907,SB,25237,15.15,pm60,969
4908,NB,25623,4.00,pm60,0
4909,EB,25623,5.00,pm60,732
4910,WB,25623,4.45,pm60,796
4911,SB,25623,4.00,pm60,0
4912,NB,25688,5.00,pm60,872
4913,EB,25688,5.00,pm60,1638
4914,WB,25688,4.45,pm60,1067
4915,SB,25688,4.15,pm60,1080
4916,NB,25611,4.45,pm60,1760
4917,EB,25611,4.30,pm60,1357
4918,WB,25611,5.00,pm60,697
4919,SB,25611,3.00,pm60,1114
4920,NB,25892,2.45,pm60,47
4921,EB,25892,2.45,pm60,415
4922,WB,25892,4.00,pm60,688
4923,SB,25892,2.00,pm60,0
4924,NB,25930,4.45,pm60,421
4925,EB,25930,3.00,pm60,135
4926,WB,25930,5.00,pm60,277
4927,SB,25930,5.00,pm60,316
4928,NB,25408,3.00,pm60,0
4929,EB,25408,3.00,pm60,0
4930,WB,25408,3.00,pm60,0
4931,SB,25408,3.00,pm60,0
4932,NB,25566,16.30,pm60,644
4933,EB,25566,16.15,pm60,1361
4934,WB,25566,16.45,pm60,930
4935,SB,25566,17.00,pm60,192
4936,NB,25631,4.00,pm60,0
4937,EB,25631,5.00,pm60,967
4938,WB,25631,4.45,pm60,1098
4939,SB,25631,4.00,pm60,0
4940,NB,25632,1.00,pm60,150
4941,EB,25632,3.00,pm60,1203
4942,WB,25632,1.15,pm60,669
4943,SB,25632,1.15,pm60,194
4944,NB,26441,16.30,pm60,672
4945,EB,26441,16.45,pm60,1523
4946,WB,26441,16.15,pm60,1111
4947,SB,26441,17.00,pm60,563
4948,NB,25964,2.00,pm60,0
4949,EB,25964,2.00,pm60,0
4950,WB,25964,2.00,pm60,0
4951,SB,25964,2.00,pm60,0
4952,NB,25972,5.00,pm60,570
4953,EB,25972,5.00,pm60,27
4954,WB,25972,3.00,pm60,115
4955,SB,25972,3.00,pm60,447
4956,NB,26034,17.00,pm60,59
4957,EB,26034,17.00,pm60,1009
4958,WB,26034,17.00,pm60,1133
4959,SB,26034,15.45,pm60,63
4960,NB,25644,4.45,pm60,583
4961,EB,25644,5.00,pm60,114
4962,WB,25644,3.00,pm60,0
4963,SB,25644,3.15,pm60,480
4964,NB,25845,4.15,pm60,850
4965,EB,25845,4.45,pm15,52
4966,WB,25845,3.15,pm60,34
4967,SB,25845,4.45,pm15,1230
4968,NB,25747,2.15,pm60,1237
4969,EB,25747,2.00,pm60,29
4970,WB,25747,2.15,pm60,48
4971,SB,25747,4.00,pm60,1537
4972,NB,25748,5.00,pm60,730
4973,EB,25748,3.45,pm60,34
4974,WB,25748,4.15,pm60,327
4975,SB,25748,3.00,pm60,634
4976,NB,25889,3.15,pm60,44
4977,EB,25889,3.15,pm60,442
4978,WB,25889,4.00,pm60,616
4979,SB,25889,3.00,pm60,0
4980,NB,26060,17.45,pm60,31
4981,EB,26060,17.30,pm60,846
4982,WB,26060,17.30,pm60,825
4983,SB,26060,17.45,pm60,28
4984,NB,26061,3.00,pm60,29
4985,EB,26061,3.30,pm60,399
4986,WB,26061,5.00,pm60,585
4987,SB,26061,4.45,pm60,47
4988,NB,25805,13.30,pm60,1101
4989,EB,25805,13.15,pm60,23
4990,WB,25805,13.00,pm60,43
4991,SB,25805,13.15,pm60,1219
4992,NB,25814,3.30,pm60,348
4993,EB,25814,3.00,pm60,0
4994,WB,25814,4.45,pm60,6
4995,SB,25814,5.00,pm60,470
4996,NB,25815,5.00,pm60,86
4997,EB,25815,3.00,pm60,0
4998,WB,25815,3.30,pm60,21
4999,SB,25815,5.00,pm60,26
5000,NB,25820,5.00,pm60,610
5001,EB,25820,4.45,pm60,9
5002,WB,25820,5.00,pm60,741
5003,SB,25820,5.00,pm60,1176
5004,NB,25822,16.45,pm60,1834
5005,EB,25822,16.15,pm60,3
5006,WB,25822,0.00,pm60,0
5007,SB,25822,16.00,pm60,681
5008,NB,26437,5.00,pm60,62
5009,EB,26437,4.30,pm60,1074
5010,WB,26437,5.00,pm60,695
5011,SB,26437,4.45,pm60,38
5012,NB,25828,3.00,pm60,24
5013,EB,25828,5.00,pm60,241
5014,WB,25828,5.00,pm60,277
5015,SB,25828,3.00,pm60,1
5016,NB,25829,3.00,pm60,1691
5017,EB,25829,3.00,pm60,52
5018,WB,25829,4.45,pm60,19
5019,SB,25829,3.45,pm60,1299
5020,NB,25830,3.30,pm60,1398
5021,EB,25830,3.00,pm60,159
5022,WB,25830,3.15,pm60,233
5023,SB,25830,3.00,pm60,1259
5024,NB,25977,3.00,pm60,0
5025,EB,25977,3.00,pm60,0
5026,WB,25977,3.00,pm60,0
5027,SB,25977,3.00,pm60,0
5028,NB,25978,3.00,pm60,0
5029,EB,25978,3.00,pm60,0
5030,WB,25978,3.00,pm60,0
5031,SB,25978,3.00,pm60,0
5032,NB,25979,6.30,pm60,40
5033,EB,25979,6.00,pm60,99
5034,WB,25979,5.15,pm60,128
5035,SB,25979,5.15,pm60,135
5036,NB,25995,5.00,pm60,1
5037,EB,25995,4.15,pm60,1328
5038,WB,25995,5.00,pm60,2378
5039,SB,25995,5.00,pm60,954
5040,NB,20926,3.00,pm60,0
5041,EB,20926,4.15,pm60,1889
5042,WB,20926,3.30,pm60,1020
5043,SB,20926,3.00,pm60,25
5044,NB,24380,4.30,pm60,426
5045,EB,24380,5.00,pm60,1272
5046,WB,24380,3.00,pm60,715
5047,SB,24380,5.00,pm60,770
5048,NB,24382,3.00,pm60,1
5049,EB,24382,5.00,pm60,420
5050,WB,24382,3.00,pm60,29
5051,SB,24382,4.45,pm60,152
5052,NB,24394,3.00,pm60,0
5053,EB,24394,4.30,pm60,612
5054,WB,24394,3.00,pm60,0
5055,SB,24394,3.00,pm60,0
5056,NB,24395,4.45,pm60,58
5057,EB,24395,4.45,pm60,493
5058,WB,24395,5.00,pm60,1097
5059,SB,24395,4.00,pm60,29
5060,NB,24396,5.00,pm60,1237
5061,EB,24396,3.00,pm60,0
5062,WB,24396,5.00,pm60,36
5063,SB,24396,5.00,pm60,937
5064,NB,24397,4.00,pm60,83
5065,EB,24397,5.00,pm60,1092
5066,WB,24397,5.00,pm60,796
5067,SB,24397,4.00,pm60,49
5068,NB,24399,15.00,pm60,327
5069,EB,24399,15.30,pm60,295
5070,WB,24399,14.30,pm60,168
5071,SB,24399,16.00,pm60,336
5072,NB,24400,4.45,pm60,16
5073,EB,24400,5.00,pm60,372
5074,WB,24400,4.00,pm60,199
5075,SB,24400,5.00,pm60,32
5076,NB,24427,15.00,pm60,291
5077,EB,24427,15.15,pm60,506
5078,WB,24427,15.00,pm60,414
5079,SB,24427,14.30,pm60,257
5080,NB,24442,14.45,pm60,50
5081,EB,24442,14.45,pm60,652
5082,WB,24442,14.45,pm60,791
5083,SB,24442,15.00,pm60,156
5084,NB,24443,16.45,pm60,962
5085,EB,24443,16.30,pm60,22
5086,WB,24443,15.30,pm60,73
5087,SB,24443,17.00,pm60,1169
5088,NB,24444,16.15,pm60,31
5089,EB,24444,16.45,pm60,728
5090,WB,24444,17.00,pm60,635
5091,SB,24444,16.00,pm60,24
5092,NB,24445,16.00,pm60,216
5093,EB,24445,17.00,pm60,95
5094,WB,24445,15.00,pm60,54
5095,SB,24445,15.30,pm60,216
5096,NB,24446,17.00,pm60,72
5097,EB,24446,17.00,pm60,83
5098,WB,24446,17.00,pm60,59
5099,SB,24446,15.00,pm60,127
5100,NB,24447,16.15,pm60,24
5101,EB,24447,17.00,pm60,743
5102,WB,24447,17.00,pm60,214
5103,SB,24447,16.45,pm60,121
5104,NB,24448,15.00,pm60,201
5105,EB,24448,15.30,pm60,1261
5106,WB,24448,16.15,pm60,1192
5107,SB,24448,15.00,pm60,590
5108,NB,24449,3.00,pm60,0
5109,EB,24449,4.30,pm60,1128
5110,WB,24449,4.00,pm60,88
5111,SB,24449,3.00,pm60,0
5112,NB,20957,5.00,pm60,745
5113,EB,20957,5.00,pm60,62
5114,WB,20957,3.45,pm60,42
5115,SB,20957,3.00,pm60,396
5116,NB,24408,14.00,pm60,8
5117,EB,24408,14.00,pm60,91
5118,WB,24408,14.00,pm60,42
5119,SB,24408,0.00,pm60,0
5120,NB,24426,16.00,pm60,160
5121,EB,24426,0.00,pm60,0
5122,WB,24426,14.00,pm60,53
5123,SB,24426,15.45,pm60,240
5124,NB,24450,0.00,pm60,0
